,기업코드,회차,등록일,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름
2488,140946,제 46 기,20190401,-1518552521 ,-19921460765 ,20127709197 
2489,101628,제 134 기,20190401,29443001789 ,-32823007738 ,1757965967 
2490,113508,제 73 기,20190617,,,
2491,306454,제 20 기,20190418,10112448404 ,-11026915110 ,-1558250000 
2492,160861,제 43 기,20190329,9666572138 ,-9075476431 ,-4505458008 
2493,155452,제 66 기,20190329,3214061287 ,-861651981 ,-3402000000 
2494,147222,제 71 기,20190628,-12252498593 ,28572868193 ,-17303158533 
2495,201733,제 28 기,20190401,11148954675 ,-7740877624 ,1952471280 
2496,113261,제 45 기,20190401,-8555734431 ,-56088123194 ,138154629672 
2497,129387,제 72 기,20190329,,,
2498,264228,제 24 기,20190329,1240560568 ,1786139514 ,-610124797 
2499,606770,제 12 기,20190328,8741598869 ,-26300523129 ,-2750000000 
2500,447487,제 19 기,20190329,-20915265528 ,-24530741986 ,44141364965 
2501,939331,제 7 기,20190329,52480439723 ,-332553666130 ,284079016262 
2502,203290,제 29 기,20190329,1215301120 ,-71526394383 ,84019411870 
2503,414850,제 22 기,20190401,21462682373 ,-5734258084 ,-14680764017 
2504,148531,제 55 기,20190401,4737649137 ,-2490408055 ,
2505,815095,제 11 기,20190401,2105416419 ,123070435 ,-8319360000 
2506,527491,제 24 기,20190326,453870819 ,-1345053303 ,-171500000 
2507,306162,제 30 기,20190624,31743307231 ,-82111046441 ,53564690635 
2508,143226,제 53 기,20190329,1342080144 ,-5226397461 ,3869477543 
2509,226547,제 26 기,20190329,587998581 ,248556975 ,850000000 
2510,104722,제 61 기,20190401,13368476103 ,-6442839288 ,-5682531714 
2511,143314,제 38 기,20190401,-1040752589 ,-20253891547 ,17874662595 
2512,160621,제 57 기,20190401,,,
2513,1061497,제 4 기,20190924,4841185869 ,-51056490122 ,49201536877 
2514,269612,제 22 기,20190329,23456776298 ,-10673919488 ,-2711365000 
2515,402110,제 19 기,20190401,2803357940 ,-1768520338 ,-316839141 
2516,1196313,제 2 기,20190401,-7344461670 ,-3873175297 ,11206312333 
2517,161462,제 31 기,20190329,,,
2518,1109070,제 20 기,20190401,4752822780 ,-18926893876 ,6690733657 
2519,568461,제 15 기,20190401,5295646436 ,961102058 ,-1578688555 
2520,146649,제 37 기,20190401,6850885033 ,16207550000 ,
2521,373447,제 25 기,20190328,3470599087 ,874782697 ,-4309947851 
2522,173874,제 61 기,20190401,,,42365757400 
2523,1182578,제 3 기,20190401,15750424797 ,-5954825603 ,3922093022 
2524,347062,제 24 기,20190401,14057541274 ,-11428115680 ,-4268575220 
2525,359623,제 30 기,20190401,,,
2526,185356,제 33 기,20190401,4986547743 ,-11720356820 ,-1380783777 
2527,156442,제 53 기,20190401,3600721255 ,-2107273045 ,-1625581160 
2528,445799,제 22 기,20190329,-6913532937 ,-5577875217 ,-5816114799 
2529,202839,제 33 기,20190328,5927247288 ,-2594780415 ,-568683170 
2530,317681,제 20 기,20190329,2545550307 ,-9948303837 ,7295120512 
2531,159971,제 46 기,20190401,2950430695 ,-6776707840 ,-2063622278 
2532,569691,제 18 기,20190329,8118533911 ,-12693560316 ,1864192000 
2533,540571,제 22 기,20190329,894755353 ,-506796974 ,
2534,130408,제 45 기,20190329,661610479 ,-78685178 ,-500000000 
2535,453488,제 20 기,20190517,6455313420 ,3992448480 ,-9824318910 
2536,112679,제 38 기,20190401,-6520123081 ,8480090950 ,-4004840031 
2537,811372,제 11 기,20190401,8485916086 ,-12635074456 ,18580985880 
2538,225706,제 25 기,20190730,33906839234 ,-9442567495 ,-12817077000 
2539,146214,제 59 기,20190329,15091217160 ,-14839984919 ,-1007826000 
2540,207375,제 35 기,20190401,20473468768 ,-11766079462 ,-5071098739 
2541,164706,제 55 기,20190228,2834357079 ,-5476882085 ,1770392879 
2542,264732,제 27 기,20190329,-5577907838 ,,
2543,614478,제 16 기,20190401,21320309411 ,-10143920524 ,-16389919197 
2544,339072,제 24 기,20190401,770196082 ,-1830788030 ,1319333049 
2545,525864,제 20 기,20190329,-998956859 ,268770760 ,0 
2546,531917,제 23 기,20190402,-33567858237 ,17738604063 ,-29395056240 
2547,413046,제 28 기,20190401,369689814253 ,-201647156981 ,-182438145268 
2548,1020524,제 11 기,20190401,-6432633795 ,-11573885356 ,13908386000 
2549,102140,제 46 기,20190328,109059133 ,1416949832 ,-1122977510 
2550,788773,제 19 기,20191114,14818482645 ,-424707220 ,-11131326000 
2551,109718,제 56 기,20190329,-6816217263 ,9220082369 ,6237493789 
2552,136864,제 46 기,20190329,5571573431 ,655099477 ,-1567282378 
2553,132628,제 39 기,20190401,631000192 ,-6580937968 ,2367000000 
2554,108649,제 41 기,20190401,-189150290 ,-3084504108 ,15867626789 
2555,531829,제 28 기,20190401,2036977912 ,-13113638911 ,16074722083 
2556,206039,제 29 기,20190329,22829980649 ,-8735501021 ,-12547094077 
2557,585538,제 18 기,20190401,1622212487 ,1813243728 ,-14536740957 
2558,442154,제 21 기,20190401,14817733636 ,-15301011511 ,17847816377 
2559,246620,제 25 기,20190401,5983415309 ,-4023376028 ,-289847760 
2560,1187148,제 7 기,20190401,4149348477 ,-46428018584 ,71158337040 
2561,516246,제 20 기,20190401,,,
2562,123107,제 56 기,20190329,3377011746 ,-3761730140 ,764400000 
2563,109781,제 35 기,20190401,12691945168 ,-26469750385 ,9089516737 
2564,506294,제 20 기,20190401,9241319893 ,-8098967167 ,608940460 
2565,867098,제 15 기,20190401,,,
2566,823429,제 9 기,20190401,,,
2567,250997,제 33 기,20190401,8923089099 ,-11415991187 ,7527331908 
2568,536286,제 17 기,20190401,9888685620 ,-18619999536 ,-295000000 
2569,250137,제 22 기,20190401,18910582979 ,-19526615361 ,-7763746572 
2570,486097,제 19 기,20190401,19622107103 ,-15739997335 ,-6040736790 
2571,554352,제 19 기,20190404,-4820353796 ,-76207630227 ,73181454101 
2572,629212,제 23 기,20190401,3102525396 ,-331295321 ,-1191059254 
2573,220057,제 25 기,20190415,7432256018 ,-63668806489 ,48284777046 
2574,122551,제 33 기,20190401,6535704694 ,-60884666128 ,41687844583 
2575,201742,제 32 기,20190401,9662013835 ,-6136613817 ,-744441880 
2576,353610,제 22 기,20190401,4272627030 ,592761304 ,
2577,108940,제 36 기,20190401,5740468639 ,20309832578 ,-4101919200 
2578,825959,제 10 기,20190401,19917885880 ,1925383408 ,-5579442260 
2579,170558,제 30 기,20190814,435698842995 ,-287573875555 ,-184963430060 
2580,155586,제 41 기,20180629,-167286332 ,-106903298 ,-196794348 
2581,362201,제 37 기,20190329,,,
2582,428321,제 18 기,20190401,44710245156 ,,
2583,560982,제 19 기,20190410,1026181826 ,-43134853245 ,43410967070 
2584,226316,제 34 기,20190401,,,
2585,1099667,제 11 기,20190328,-15171475120 ,-5765748462 ,19026413765 
2586,914040,제 16 기,20190719,10322890026 ,-24565697303 ,12006501361 
2587,545734,제 19 기,20190823,,,
2588,332927,제 31 기,20190401,12926062511 ,-16646435581 ,-8545362269 
2589,989619,제 11 기,20190401,-8189047912 ,-21783161200 ,32615436830 
2590,994994,제 6 기,20190328,5871664497 ,-15201450764 ,9033800234 
2591,140168,제 35 기,20190814,3693800407 ,159163946 ,-4051911000 
2592,609324,제 20 기,20190329,22786636731 ,-10781756240 ,-5062518250 
2593,138057,제 53 기,20190329,1763003613 ,-3803047870 ,9816888629 
2594,158219,제 56 기,20190401,18290534663 ,-11419769946 ,-5921321642 
2595,151298,제 48 기,20190329,10290732328 ,-9254186965 ,690434879 
2596,576789,제 13 기,20190401,-3781308344 ,-196748244 ,7961077162 
2597,899459,제 8 기,20190329,12775944619 ,5207628416 ,-14575336789 
2598,917861,제 10 기,20190401,30072196553 ,-33611961214 ,-4185494700 
2599,410915,제 21 기,20190401,-7599014160 ,-4246793148 ,7163400915 
2600,1109955,제 16 기,20190329,2884741753 ,-16435388433 ,17148682358 
2601,1316227,제 1 기,20190329,,,
2602,303192,제 32 기,20190401,34924961255 ,-16118697738 ,-18272364045 
2603,541349,제 19 기,20190401,13517467954 ,-7239706733 ,-3508907230 
2604,264255,제 27 기,20190329,25063410496 ,-8713791796 ,-8070337056 
2605,617314,제 19 기,20190329,4181464683 ,-5355838704 ,
2606,449254,제 20 기,20190329,-159545708 ,-4830600558 ,1286417642 
2607,860730,제 9 기,20190329,12111391652 ,-1012174372 ,7553274145 
2608,587925,제 19 기,20190401,-6198316240 ,-55386915925 ,54345590756 
2609,858124,제 10 기,20190401,-1261774282 ,2150348898 ,-2789797256 
2610,540447,제 19 기,20190401,57440986245 ,-12169370186 ,-15452931000 
2611,1032583,제 5 기,20190611,1728759070 ,-9952074824 ,8505781016 
2612,172936,제 53 기,20190401,679199070 ,5826406609 ,-3385414400 
2613,341916,제 22 기,20190401,52023494580 ,-61601367973 ,8990425809 
2614,132725,제 58 기,20190401,8218157941 ,7163243980 ,-12293269670 
2615,360036,제 22 기,20190329,3789765281 ,715807638 ,-3048805541 
2616,103015,제 39 기,20190401,5787822938 ,-660821340 ,-2047011185 
2617,231363,제 23 기,20190401,2069906000000 ,-1599822000000 ,-541972000000 
2618,201131,제 26 기,20190401,5899010932 ,-3559666877 ,-559729397 
2619,296263,제 24 기,20190401,,-2983312856 ,-1384475595 
2620,675594,제 19 기,20190329,9342019856 ,-28032024935 ,20766255143 
2621,1203808,제 2 기,20190401,-49661656743 ,10941432854 ,9183425168 
2622,626464,제 26 기,20190329,8923457221 ,-15331797599 ,-2609801688 
2623,372226,제 24 기,20190613,21849372512 ,-22104805370 ,
2624,816544,제 13 기,20190329,-280069179 ,-13632470724 ,7055685635 
2625,101488,제 46 기,20190329,-9553831820 ,-31457522072 ,35125230000 
2626,402989,제 20 기,20190329,-4267107072 ,-46119888444 ,55536212978 
2627,225742,제 24 기,20190401,,,
2628,155638,제 62 기,20190401,3183002363 ,24954194988 ,-1452800475 
2629,104519,제 65 기,20190401,-5954553641 ,20506005143 ,-15204967212 
2630,977641,제 12 기,20190401,854672132 ,6733834222 ,-6150547507 
2631,385336,제 19 기,20190513,-5666767143 ,6117292391 ,
2632,104537,제 50 기,20190401,5051581593 ,-329312327 ,-2408428645 
2633,161709,제 36 기,20190401,52331263678 ,-78332155730 ,-7599545200 
2634,231044,제 24 기,20190329,1103629256 ,-10399299529 ,15364220545 
2635,138303,제 38 기,20190329,,,
2636,962922,제 9 기,20190401,-5610441456 ,-14417237513 ,18171718871 
2637,256380,제 37 기,20190329,-709513502 ,-11407068056 ,-16119982170 
2638,219848,제 37 기,20190401,54490905108 ,36876394668 ,8152895008 
2639,897752,제 12 기,20190401,,-15979622208 ,-4300890688 
2640,389110,제 21 기,20190329,1128546316 ,-1176026207 ,-1064199991 
2641,118026,제 50 기,20190401,,,
2642,360577,제 28 기,20190401,12401777083 ,-4890112273 ,-5464500000 
2643,178851,제 38 기,20190628,-3552298701 ,-4021308125 ,7087234413 
2644,260569,제 23 기,20190328,11261159531 ,-14520882340 ,-1764963180 
2645,167031,제 45 기,20190329,9281522171 ,-166409199 ,-1540337000 
2646,831428,제 9 기,20190329,15045830597 ,-33985040735 ,-1632478400 
2647,127857,제 46 기,20190423,-10588767029 ,14578555035 ,2738557700 
2648,111421,제 50 기,20191016,,,-5748057784 
2649,378220,제 20 기,20191219,849583768 ,-9940514249 ,22740455247 
2650,861720,제 17 기,20190401,-8522393508 ,1823390018 ,1000000000 
2651,1335453,제 1 기,20190329,-11828175 ,-8800000000 ,8970126660 
2652,219440,제 30 기,20190401,157264041 ,4613864923 ,-6000000000 
2653,605328,제 17 기,20190401,3311218955 ,-26433766173 ,20203691070 
2654,137207,제 44 기,20190401,-9262757517 ,-7030323895 ,15936699080 
2655,351995,제 30 기,20190401,16879660150 ,-9096599183 ,-5935235300 
2656,101220,제 65 기,20190401,-73814472 ,7767907437 ,-8605377106 
2657,242712,제 28 기,20190401,5508246475 ,-1593883145 ,-3376256280 
2658,163196,제 62 기,20190329,2563356508 ,-7759657724 ,648131971 
2659,140779,제 40 기,20190401,9532581367 ,-22826738012 ,-1950000000 
2660,101433,제 62 기,20190403,4624400174 ,-4316014222 ,696224308 
2661,301112,제 28 기,20190329,-4289433310 ,9428735773 ,-663042085 
2662,111227,제 49 기,20190621,39740823506 ,-10458362216 ,-28384016549 
2663,128546,제 75 기,20190329,11623974670 ,-23287177016 ,21805155674 
2664,131692,제 46 기,20190329,15879286965 ,-10237956114 ,-7192552821 
2665,129271,제 46 기,20190329,8169710729 ,-940525477 ,-7566681017 
2666,883980,제 8 기,20190329,-4956888250 ,-8179598122 ,-4243629326 
2667,571483,제 16 기,20190401,1402247468 ,-10883707190 ,-1026863000 
2668,162072,제 43 기,20190401,2673660624 ,-3301285032 ,-2028953418 
2669,370918,제 33 기,20190329,5490501015 ,-12965692074 ,-1698552760 
2670,650629,제 11 기,20190401,1399756309 ,-4926659344 ,9000000 
2671,145260,제 46 기,20190401,,,
2672,671376,제 16 기,20190329,,,
2673,1071944,제 4 기,20190329,,,
2674,131504,제 43 기,20190401,30694517710 ,-8277913091 ,-18010794600 
2675,533508,제 21 기,20190329,30059288272 ,2631664390 ,-19000000000 
2676,222435,제 26 기,20190329,-1143112856 ,-1075178470 ,684275661 
2677,133751,제 35 기,20190329,1093420012 ,5365884721 ,-752371560 
2678,819374,제 15 기,20190401,4364540302 ,3758868865 ,-2169299600 
2679,439965,제 19 기,20190329,3478436197 ,-1616867204 ,-1571600440 
2680,560122,제 19 기,20190401,-3858143247 ,-3772357388 ,9123893697 
2681,787057,제 10 기,20190401,91880130348 ,-59139507647 ,-47670530593 
2682,188797,제 34 기,20190401,3286608408 ,-5712724990 ,342006080 
2683,1038693,제 5 기,20190401,3031248088 ,-789141885 ,
2684,111193,제 31 기,20190401,-3570436339 ,-8316319331 ,-155029050 
2685,626011,제 14 기,20190401,5441922308 ,-67471688912 ,70518045000 
2686,238153,제 33 기,20190329,5991327355 ,-4963085940 ,-635575720 
2687,1078178,제 4 기,20190328,44922715124 ,-29125936871 ,
2688,409140,제 25 기,20190401,1933450917 ,-1117840657 ,-885912299 
2689,264635,제 20 기,20190401,2857408199 ,19392341450 ,-25198239 
2690,128227,제 45 기,20190401,1835364703 ,-1660852487 ,-3383971000 
2691,1276327,제 3 기,20190401,4234305288 ,-21099467118 ,36507888530 
2692,150536,제 41 기,20190401,1058573304 ,7417305555 ,-8498879598 
2693,1093007,제 4 기,20190401,6110422540 ,-2465024885 ,-4899980640 
2694,298447,제 25 기,20190401,20178369503 ,-41212923056 ,7056114162 
2695,407814,제 19 기,20190813,-1175047953 ,-123789406048 ,137979350509 
2696,1095704,제 4 기,20190401,,,
2697,298340,제 22 기,20190401,-34967991429 ,-17506355941 ,86615772920 
2698,180795,제 46 기,20190329,,,
2699,148993,제 104 기,20190401,9864553455 ,-13000000 ,-9851680775 
2700,1063990,제 4 기,20190329,2848718571 ,-4195550317 ,409682336 
2701,807555,제 15 기,20190401,12157099938 ,-9061509054 ,-1051718927 
2702,375931,제 22 기,20190401,22164187193 ,-7499714673 ,-1843417900 
2703,545114,제 17 기,20190401,,,
2704,1101041,제 4 기,20190401,5455159094 ,-178554584 ,810784019 
2705,172680,제 52 기,20190401,44241992124 ,-8000267146 ,-33926976170 
2706,199076,제 33 기,20190401,2160253691 ,10421516174 ,-8121073820 
2707,363486,제 22 기,20190329,-1161443390 ,-8355381208 ,13002108430 
2708,276083,제 29 기,20190401,-1393092180 ,-5172632465 ,-2005716036 
2709,1235296,제 13 기,20190402,-1993554889 ,-10809360770 ,11178440049 
2710,366845,제 26 기,20190329,-24299369682 ,-11704600069 ,20292891689 
2711,471068,제 20 기,20190401,8109804961 ,5385809516 ,
2712,463342,제 20 기,20190329,7242722707 ,932689569 ,-5572013483 
2713,148595,제 48 기,20190401,19529533104 ,-3668760759 ,-16705482163 
2714,919966,제 13 기,20190401,-41103684764 ,17001211486 ,6186878870 
2715,410997,제 25 기,20190401,-1088456622 ,-8232711508 ,5270379050 
2716,226866,제 44 기,20190401,26978476833 ,-16535972257 ,-11672000000 
2717,149345,제 60 기,20190401,13201778824 ,-19320761740 ,15375678563 
2718,105961,제 43 기,20190401,,,
2719,210980,제 36 기,20190401,-1320227425 ,-1628171228 ,2851855697 
2720,397191,제 21 기,20190404,-2519615222 ,1373692079 ,-12033000000 
2721,543107,제 21 기,20190329,6540684336 ,1034151681 ,-5923277704 
2722,340272,제 20 기,20190401,,,
2723,871833,제 11 기,20190329,11186750786 ,-27797743139 ,-9005781096 
2724,965813,제 9 기,20190329,790887007 ,-29673344224 ,1061530822 
2725,310156,제 34 기,20200115,-929951745 ,-2195929678 ,9208842867 
2726,1077577,제 4 기,20190701,,,
2727,317210,제 46 기,20190401,-1441008057 ,-432899125 ,1733759865 
2728,1042085,제 5 기,20190329,7030552381 ,-9431229553 ,9997880760 
2729,977650,제 17 기,20190401,-9175989674 ,-36400827916 ,33447309570 
2730,574611,제 25 기,20190329,-221294125 ,-2045336070 ,5640392043 
2731,144164,제 34 기,20190401,,,
2732,105475,제 42 기,20190401,15825620869 ,-16420246082 ,-3581934815 
2733,364254,제 20 기,20190329,8894267657 ,-10867706249 ,1583951020 
2734,613318,제 21 기,20190402,30360219088 ,-58034249549 ,-5147827365 
2735,173102,제 42 기,20190401,,,
2736,152729,제 35 기,20190329,12577341089 ,-12542577039 ,412911850 
2737,1013311,제 10 기,20190329,,,
2738,104999,제 46 기,20190401,-13702454233 ,916749371 ,12825091505 
2739,117337,제 64 기,20190814,38295832057 ,-24319703264 ,-10022820460 
2740,485177,제 29 기,20190401,14574916434 ,-13664963713 ,-3120343420 
2741,107677,제 63 기,20200327,,,
2742,1042650,제 11 기,20190401,-13804377277 ,-25076974710 ,41179682126 
2743,788737,제 19 기,20190329,1881518045 ,-796042727 ,-4304370 
2744,334624,제 20 기,20190401,-4698505277 ,-21857054826 ,12132500000 
2745,1027794,제 13 기,20190401,,,
2746,1124653,제 4 기,20190401,14856648446 ,-34132867133 ,0 
2747,166528,제 41 기,20190401,1839756995 ,-5574711265 ,-630000000 
2748,162911,제 51 기,20190328,-8467923786 ,4568677265 ,164382263 
2749,172185,제 55 기,20190401,-465011246 ,-4441747917 ,5119317432 
2750,521390,제 20 기,20190401,6553741648 ,687963404 ,-3621121125 
2751,599285,제 19 기,20190401,,,
2752,155212,제 30 기,20190329,28477633625 ,-26651549934 ,-11355333000 
2753,161383,제 39 기,20190329,45307424395 ,-42957239286 ,-45766825520 
2754,165343,제 59 기,20190401,2832443764 ,-1812251692 ,-4088343020 
2755,144021,제 46 기,20190401,-764277825 ,-3299904585 ,5160991433 
2756,1014055,제 6 기,20190329,-13977144407 ,-35453302112 ,26046593580 
2757,551920,제 19 기,20190329,16534453290 ,-9417490147 ,-3154675332 
2758,180263,제 32 기,20190329,-3741680200 ,4210626568 ,-3585113148 
2759,144012,제 46 기,20190329,2708499666 ,-1355005086 ,-2965830832 
2760,141671,제 44 기,20190401,10420683371 ,-273612666 ,-2448255700 
2761,220622,제 31 기,20190329,12875824145 ,-13895147480 ,-7558645400 
2762,231105,제 34 기,20190724,15667416669 ,-37304653 ,-14406280087 
2763,309831,제 24 기,20190329,3749437886 ,6449606385 ,-15702492885 
2764,175623,제 41 기,20190401,116878716 ,-9930672145 ,6704278211 
2765,137359,제 33 기,20190329,31756051606 ,-11685997926 ,-4125282640 
2766,141404,제 49 기,20190401,26128055812 ,-13418404038 ,-6394309851 
2767,1262458,제 2 기,20190329,22529177677 ,-24699423688 ,-358100212 
2768,663669,제 20 기,20190402,2156770412 ,-3084135320 ,-4702850810 
2769,149266,제 30 기,20190329,1948926579 ,-7183511930 ,7057445645 
2770,135777,제 37 기,20190401,71607817502 ,-39251677252 ,-32670891317 
2771,164618,제 36 기,20190329,,,
2772,911955,제 13 기,20190401,-10748520887 ,10287165686 ,-30569957000 
2773,444329,제 19 기,20190329,-32980884925 ,-21149004790 ,-19887296800 
2774,571298,제 27 기,20190401,-4660396208 ,496646773 ,-1981998700 
2775,220969,제 45 기,20190329,3488640263 ,-8495416466 ,9182530269 
2776,184667,제 35 기,20190401,20128189124 ,-44319815222 ,43915537059 
2777,351418,제 19 기,20190329,58498518433 ,-55614406984 ,-14000000000 
2778,966168,제 16 기,20190401,2141094749 ,-1137982172 ,3445912922 
2779,144818,제 79 기,20190401,4807934488 ,-9284649138 ,12212739915 
2780,364306,제 32 기,20190329,6650989822 ,1745396988 ,-2107475235 
2781,693651,제 18 기,20190329,,-17513464413 ,
2782,526696,제 20 기,20190401,-6189383362 ,-1886233142 ,9677389632 
2783,249894,제 29 기,20190515,-2240629381 ,-5035891913 ,17928119319 
2784,187725,제 39 기,20190329,14854548716 ,-8555735090 ,-2738642250 
2785,861076,제 9 기,20190329,-47450912950 ,-63210637 ,43127388385 
2786,351579,제 22 기,20190401,6659029918 ,121563879 ,-3801795197 
2787,124276,제 46 기,20190328,-1000641081 ,-1709450612 ,-756432000 
2788,372253,제 25 기,20190329,,,
2789,971726,제 19 기,20190401,1203322118 ,-330336674 ,22021145950 
2790,406329,제 23 기,20190401,-10373789970 ,-33863598427 ,12694083267 
2791,267854,제 40 기,20190401,-72422693 ,-13975389309 ,16026600151 
2792,612489,제 21 기,20190329,15220552216 ,-13944902685 ,-5840148330 
2793,1046708,제 5 기,20190329,8863916461 ,-4848161171 ,-3422864825 
2794,350482,제 22 기,20190329,7081408164 ,-4894866285 ,-1124570193 
2795,959229,제 9 기,20190401,2511115686 ,-19225529764 ,17805826095 
2796,624998,제 18 기,20190401,-8366780561 ,12603496531 ,-3681848967 
2797,988364,제 6 기,20190329,595673180 ,-9792800800 ,13700000000 
2798,158325,제 35 기,20190329,46232070624 ,-34008305758 ,-8369591020 
2799,137289,제 35 기,20190401,-31789829800 ,-9601412054 ,6598983052 
2800,152862,제 64 기,20190401,-5460560074 ,-39995394237 ,46583395500 
2801,1203376,제 2 기,20190401,15762979773 ,-17055200208 ,2439124500 
2802,229021,제 27 기,20190401,-4890366930 ,515080110 ,6981260975 
2803,530556,제 19 기,20190619,5096986088 ,-36166640353 ,17239352783 
2804,498001,제 20 기,20190401,7820701816 ,-23146846875 ,11974377704 
2805,146560,제 33 기,20190401,21426656072 ,-29354713909 ,7486250714 
2806,1113718,제 9 기,20190329,-8357123921 ,-31972993625 ,42255120740 
2807,112022,제 45 기,20190401,3054252304 ,699888574 ,760298195 
2808,585608,제 17 기,20190329,20048665912 ,-16668811123 ,-2593959060 
2809,128111,제 45 기,20190329,9844000393 ,20877385860 ,-30187119434 
2810,1208885,제 2 기,20190401,120320145451 ,-58283278707 ,-4705442615 
2811,405719,제 19 기,20190329,2491742447 ,-2067285097 ,-1579116730 
2812,172945,제 52 기,20190329,4243349293 ,-9304088231 ,
2813,116408,제 61 기,20190401,-942088247 ,6265970872 ,-846666660 
2814,230814,제 26 기,20190401,1129830524 ,-10133065769 ,30999998100 
2815,1135941,제 3 기,20190401,46729579043 ,-56376766606 ,-11428332401 
2816,916516,제 11 기,20190401,4322051547 ,-11717324578 ,7248881250 
2817,1046391,제 9 기,20190401,-2770100162 ,-19125195401 ,19589274600 
2818,864338,제 18 기,20190329,1834579086 ,-4110513532 ,1042616543 
2819,292434,제 20 기,20190327,4262383698 ,-1250487504 ,1978162162 
2820,238001,제 28 기,20190401,-2509177040 ,-30520134278 ,-902292400 
2821,656289,제 17 기,20190329,8014274268 ,-34165984696 ,23689376832 
2822,670085,제 12 기,20190401,19139252950 ,-12280071917 ,-12541679424 
2823,1061558,제 5 기,20190401,,,
2824,526678,제 25 기,20190329,11977916 ,-7302620694 ,734538571 
2825,429694,제 22 기,20190613,-7963359104 ,-3178492805 ,14923678725 
2826,317104,제 37 기,20190613,5226114141 ,-21988312940 ,3404586443 
2827,1267684,제 2 기,20190401,-48490431165 ,19038095113 ,21597329062 
2828,961774,제 9 기,20190401,10317685560 ,-9765354937 ,-6954373148 
2829,616962,제 13 기,20190401,-20695806730 ,-922784430 ,21921576000 
2830,579139,제 22 기,20190401,917991302 ,-4319097478 ,1526701361 
2831,363927,제 25 기,20190401,56851050 ,-12407250831 ,9395472120 
2832,127909,제 43 기,20190401,6106935827 ,-6892885638 ,2251544344 
2833,580065,제 19 기,20190625,,,
2834,915508,제 17 기,20190329,4257522542 ,-10429763221 ,1725245701 
2835,825223,제 9 기,20190329,8774801982 ,-6436131111 ,-588706935 
2836,113128,제 55 기,20190401,44943541449 ,-35620953706 ,17987646050 
2837,108746,제 38 기,20190401,3140947658 ,-17309543518 ,12693581326 
2838,632304,제 12 기,20190730,49157215189 ,-27362820179 ,-10702832743 
2839,191472,제 45 기,20190401,,,
2840,108001,제 60 기,20190329,1837126768 ,-631107871 ,-1249139058 
2841,992871,제 6 기,20190401,45232039725 ,-29355982335 ,-15413558662 
2842,681249,제 18 기,20190401,4110491712 ,-24152235936 ,17214730000 
2843,447007,제 28 기,20190401,-2332855844 ,-49377923973 ,48601506900 
2844,159218,제 35 기,20190401,129827704390 ,-123721195230 ,-66150000000 
2845,544577,제 17 기,20190401,21972646627 ,-21421850319 ,11045042350 
2846,138190,제 68 기,20190401,-10666224033 ,86375233759 ,-88744143065 
2847,301422,제 24 기,20190401,3286337818 ,-12106619912 ,13789925920 
2848,1089378,제 4 기,20190408,1492008270 ,6130894996 ,-15003088660 
2849,297095,제 20 기,20190329,2608851842 ,-18284266729 ,11481252810 
2850,107224,제 46 기,20190401,24353842621 ,-8718754303 ,-6459390493 
2851,1167056,제 3 기,20190401,25362477198 ,-17548509381 ,-8085609077 
2852,766106,제 13 기,20190401,2531459412 ,7112915767 ,-11217258680 
2853,384762,제 32 기,20190329,5838856647 ,-17514585275 ,-500000000 
2854,122472,제 65 기,20200330,35062029513 ,-20646913429 ,-7508202809 
2855,313649,제 19 기,20190401,,,
2856,158149,제 58 기,20190401,29873923140 ,-299452473 ,-24700000000 
2857,408266,제 19 기,20190329,3412980047 ,-1984839750 ,-2609803654 
2858,1168684,제 3 기,20190401,-32014197613 ,140969794772 ,-9735677000 
2859,146427,제 41 기,20190329,-7870809645 ,-2362821790 ,7868788815 
2860,404288,제 22 기,20190401,7051035203 ,-6640891526 ,-2593532273 
2861,1326260,제 1 기,20190329,-21809870 ,-7500000000 ,8101210030 
2862,631837,제 19 기,20190814,,,
2863,160418,제 45 기,20190401,23191150684 ,-241126332 ,-28271542882 
2864,866062,제 12 기,20190401,4061524648 ,-6546101193 ,-2740757000 
2865,111838,제 47 기,20190404,-971168871 ,-13318694546 ,20482107438 
2866,335076,제 27 기,20190401,1414914992 ,-1756150460 ,-1987925323 
2867,1182550,제 6 기,20190329,-7062559680 ,-29436265444 ,
2868,117966,제 41 기,20191219,108403430336 ,16111435691 ,-13562672740 
2869,121288,제 51 기,20190401,3585940720 ,1297205103 ,-4842370986 
2870,415868,제 22 기,20190401,-4180119815 ,-20538304906 ,25531608200 
2871,365934,제 25 기,20190401,-973522145 ,-19842114822 ,21023231100 
2872,587466,제 13 기,20190401,,,
2873,760999,제 31 기,20190329,-3974653034 ,1586430754 ,-1246433581 
2874,130091,제 48 기,20190401,371223532 ,650845974 ,-521323340 
2875,228712,제 26 기,20190401,19537164319 ,-14943007915 ,-5798758200 
2876,131197,제 31 기,20190329,3269316023 ,-1620464525 ,-5851238195 
2877,1326279,제 1 기,20190329,-156888962 ,-8500000000 ,9998705000 
2878,807397,제 13 기,20190329,-1737393754 ,-4330012957 ,2451392760 
2879,545929,제 20 기,20190822,-20054235453 ,-185623640054 ,250925155670 
2880,359261,제 21 기,20190401,1973887323 ,-2792370878 ,-574641500 
2881,1042711,제 5 기,20190329,2545056923 ,-4361604180 ,30231751980 
2882,154329,제 47 기,20190401,-9070814292 ,6746004454 ,-4490071554 
