,기업코드,회차,등록일,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름
1082,456218,제 29 기,20180330,41645562329 ,-54543556453 ,9524101850 
1083,411446,제 18 기,20180326,3177255853 ,-2978705832 ,-104298800 
1084,596260,제 18 기,20180330,-1187795834 ,-14794306158 ,11460990253 
1085,763358,제 18 기,20180329,2080237792 ,-4786879693 ,8554993170 
1086,273420,제 25 기,20180330,3782335685 ,-8086268280 ,-3503298390 
1087,129420,제 39 기,20181204,8151089132 ,6319430055 ,-9120397405 
1088,243757,제 23 기,20180330,2409340069 ,-3679094917 ,349479230 
1089,170877,제 34 기,20180330,17855589902 ,-6708039706 ,-10221996076 
1090,132637,제 38 기,20180329,21952065472 ,51948870248 ,-75923644463 
1091,462121,제 18 기,20180330,271821275 ,-4542614135 ,0 
1092,408956,제 19 기,20180608,2070455587 ,1871485908 ,-3891895774 
1093,231707,제 33 기,20180330,,,
1094,857727,제 7 기,20180328,10128968655 ,-142701281210 ,137299462175 
1095,185222,제 38 기,20180330,5247477349 ,-10262949621 ,6822962935 
1096,132354,제 41 기,20180330,-2348118040 ,595675046 ,-31203952260 
1097,152783,제 35 기,20180330,14883271159 ,-5864456425 ,-3140668936 
1098,580056,제 22 기,20180402,3643753049 ,-1845484049 ,-9905597423 
1099,252269,제 25 기,20180330,-1397009933 ,-5324021076 ,4800000000 
1100,154426,제 56 기,20180402,62279421376 ,-50586567033 ,993434638 
1101,1051092,제 10 기,20180611,-3622436613 ,-7639327359 ,10849521000 
1102,112651,제 41 기,20180329,-14228724868 ,360382757 ,19063648849 
1103,358271,제 20 기,20180716,263454884765 ,33113088842 ,23418070055 
1104,384887,제 17 기,20180330,2231371686 ,-9033981977 ,5217200000 
1105,602172,제 19 기,20180330,,,
1106,124027,제 42 기,20180330,,,
1107,615723,제 15 기,20180330,-97271224 ,684544101 ,-1290918877 
1108,109587,제 51 기,20180402,15672019643 ,-10413762213 ,-10331891259 
1109,557933,제 12 기,20180330,-265697233 ,-2107978661 ,2427429404 
1110,106119,제 63 기,20180402,11500511250 ,3248321408 ,-14968923071 
1111,329093,제 23 기,20180330,2605675637 ,-864587388 ,90000000 
1112,1080687,제 18 기,20180402,-7906688658 ,-16431494166 ,18661161718 
1113,876865,제 8 기,20180330,15020725988 ,-20169053033 ,749823276 
1114,1065679,제 3 기,20180402,-246926199 ,1157975397 ,26648616 
1115,1108442,제 3 기,20180402,169246140 ,-158734614 ,0 
1116,365989,제 19 기,20180615,17810276772 ,-61464403946 ,1684159723 
1117,593032,제 12 기,20180330,107090950901 ,-54487968309 ,-64824220000 
1118,808068,제 14 기,20180627,-6781344837 ,-6387497973 ,10639000000 
1119,872984,제 7 기,20180330,,,
1120,114792,제 64 기,20180402,-46070925447 ,-11501050145 ,-81715932204 
1121,151395,제 70 기,20180615,,,
1122,458562,제 17 기,20180330,16438756815 ,1705620441 ,-16202227628 
1123,239596,제 23 기,20180329,4352270924 ,-843999451 ,-1657883447 
1124,112721,제 38 기,20180402,-5684170151 ,-2732978123 ,5692987143 
1125,479705,제 20 기,20180330,,1235902646 ,
1126,359474,제 24 기,20180417,-1312182695 ,-2327382395 ,987689502 
1127,643656,제 21 기,20180402,771415679 ,2843061156 ,
1128,174208,제 36 기,20180402,1226793834 ,-2731623573 ,-1499286560 
1129,163673,제 56 기,20180402,4226000000 ,34400000000 ,-26760000000 
1130,266961,제 19 기,20180402,911508643320 ,-1122126781599 ,465868760075 
1131,454946,제 15 기,20180402,13657590636 ,9201496408 ,-12409508713 
1132,120571,제 51 기,20180330,131658653561 ,-144717353675 ,-126710607493 
1133,126788,제 45 기,20180330,5095197036 ,-15545816161 ,-1525835500 
1134,173795,제 53 기,20180402,2472204570 ,2534791543 ,-5013331638 
1135,139764,제 42 기,20180402,6655058222 ,-4082248479 ,4540549780 
1136,579971,제 15 기,20180402,,,
1137,423177,제 19 기,20180330,11866726074 ,-6131398303 ,139755433 
1138,222532,제 23 기,20180523,281258258755 ,-274103260003 ,-1947580699 
1139,236863,제 28 기,20180402,8546250582 ,-1616602322 ,-7092470400 
1140,659684,제 18 기,20180402,-3101056680 ,-6980844951 ,-1641508660 
1141,131018,제 32 기,20180330,-1137351390 ,5372751109 ,-9545870712 
1142,125530,제 50 기,20180402,45834799029 ,-49014978178 ,3717219004 
1143,135467,제 39 기,20180330,6172442475 ,-2755758829 ,-502139710 
1144,138701,제 53 기,20180330,11469711360 ,-6746003066 ,-2851514000 
1145,115931,제 30 기,20180402,3218499483 ,-13930093607 ,12671291478 
1146,327819,제 28 기,20180402,17707486921 ,-12742296194 ,23330264300 
1147,138260,제 45 기,20180330,-13628627961 ,-1221063285 ,-670362305 
1148,695969,제 12 기,20180330,326860527 ,-4334796422 ,2358268330 
1149,142661,제 48 기,20180402,3667651116 ,-30776629428 ,2072434432 
1150,256043,제 38 기,20180329,,,
1151,879020,제 22 기,20180330,-6647189061 ,-3985601976 ,2145399485 
1152,568188,제 18 기,20180330,2943915959 ,-2795408586 ,-166255320 
1153,164779,제 70 기,20180615,13570587000000 ,-11328061000000 ,-386054000000 
1154,263371,제 19 기,20180328,11150401796 ,-16556022159 ,6264375120 
1155,160232,제 34 기,20180330,76105581869 ,-3231235637 ,-39386412536 
1156,997812,제 5 기,20180810,21878734466 ,-8745581604 ,4703156133 
1157,186717,제 29 기,20180330,11584849793 ,2969614780 ,-5979295890 
1158,181299,제 32 기,20180402,,,
1159,122737,제 52 기,20180417,246185000000 ,-120222000000 ,-151342000000 
1160,1238169,제 1 기,20180402,77930457045 ,-40221818002 ,-53033823967 
1161,104573,제 40 기,20180330,-3286355978 ,-224706533 ,5757570089 
1162,488989,제 14 기,20180402,3705962099 ,-1150551608 ,-700803822 
1163,556907,제 12 기,20180402,-28777659228 ,-10812174749 ,31373008166 
1164,297934,제 20 기,20180330,1142648421 ,-372668692 ,426541025 
1165,1095722,제 3 기,20180330,129096984835 ,-67714046154 ,-61376037744 
1166,109161,제 48 기,20180402,6260625745 ,-1868627077 ,-4740000000 
1167,357430,제 23 기,20180330,21070699352 ,-12835670505 ,-11906666150 
1168,162993,제 56 기,20180402,50381936100 ,-492246436353 ,308274642657 
1169,1063884,제 3 기,20180402,128623644 ,,
1170,164672,제 48 기,20180402,24064767182 ,-2521030319 ,-40368160823 
1171,491938,제 17 기,20180402,3934809797 ,-420850845 ,8898801316 
1172,118008,제 32 기,20170629,67972402634 ,-49700356845 ,-19332590345 
1173,370255,제 20 기,20180330,-1164583922 ,-5484275423 ,686390450 
1174,390055,제 17 기,20180402,20445524656 ,-12646839467 ,-6853556944 
1175,974927,제 10 기,20180330,-22823626028 ,,
1176,126937,제 67 기,20180402,16578000000 ,-1012000000 ,-15704000000 
1177,896285,제 7 기,20180725,,,
1178,142883,제 34 기,20180402,8073695067 ,1162521543 ,-3512949996 
1179,876908,제 17 기,20191224,21351370978 ,-57565278451 ,34718932717 
1180,624509,제 16 기,20180622,-7467225122 ,-383298024 ,14408242301 
1181,1047840,제 4 기,20180330,2824927898 ,-1213761343 ,-600573850 
1182,126779,제 49 기,20180402,3555581944 ,-2083873981 ,1763956978 
1183,121941,제 64 기,20180402,,,-78781107557 
1184,706715,제 9 기,20180622,-10579860280 ,-24014093323 ,-1177643368 
1185,481454,제 15 기,20200429,-7264341671 ,,
1186,143794,제 50 기,20180402,-889720414 ,-4759340296 ,-482705000 
1187,459871,제 15 기,20180402,13053862691 ,6561255000 ,-19376798000 
1188,163318,제 48 기,20180330,2013522226 ,-332249227 ,-160000000 
1189,133618,제 61 기,20180330,-411719670 ,-415404468 ,0 
1190,157539,제 33 기,20180402,13101612842 ,-10228245140 ,-1029786650 
1191,480367,제 22 기,20180330,-13880395386 ,-21421025555 ,42885538517 
1192,256955,제 24 기,20180628,12370084802 ,-2286265559 ,-10332578528 
1193,361008,제 19 기,20180329,-71116160578 ,12627814086 ,57762059801 
1194,577380,제 17 기,20180402,4367871904 ,-323466525 ,-1966666666 
1195,113526,제 56 기,20190401,,,
1196,111865,제 34 기,20180402,-1443300958 ,-1069613536 ,2771802611 
1197,143527,제 41 기,20180402,49566809415 ,-11098575682 ,-4088277330 
1198,129615,제 29 기,20180612,-7833332766 ,1723031087 ,8240404261 
1199,130383,제 38 기,20180402,9869530166 ,-257057408767 ,277568359828 
1200,411905,제 18 기,20180330,,,
1201,133858,제 52 기,20180402,80425252831 ,-25533585347 ,-22102066653 
1202,454937,제 27 기,20180330,14764124527 ,-927262927 ,-12248636082 
1203,125521,제 50 기,20200625,93680085487 ,-96112273998 ,-8283166193 
1204,535481,제 18 기,20180625,-10288400496 ,-41573747082 ,62945797387 
1205,268118,제 42 기,20180330,5317877814 ,-3063202544 ,-2124162501 
1206,529815,제 18 기,20180329,5840582386 ,-18547668960 ,-3481702820 
1207,1099861,제 3 기,20180402,5079286229 ,-20599053644 ,8100000000 
1208,163716,제 52 기,20180330,308234203 ,-4968996376 ,3997144234 
1209,134176,제 40 기,20180402,-999156796 ,-3701062728 ,7000259026 
1210,130587,제 35 기,20180330,-1728774986 ,-2506086908 ,4989008626 
1211,217947,제 27 기,20180330,-62261829506 ,-7340801504 ,41322964605 
1212,161781,제 31 기,20180402,-6575658533 ,-43541780139 ,28020000000 
1213,249247,제 22 기,20180614,-205199314 ,2361312967 ,0 
1214,184889,제 31 기,20180330,-7391839162 ,-5198572613 ,4123291288 
1215,194275,제 32 기,20190517,-2215461794 ,-9663682178 ,1742663731 
1216,271501,제 25 기,20180330,223135546 ,1574889161 ,-28927692 
1217,296005,제 20 기,20180402,3767429083 ,-7363226445 ,1795417698 
1218,297448,제 20 기,20180402,17156294100 ,-45711050256 ,32312281271 
1219,355548,제 21 기,20180330,-12792576087 ,-23060578376 ,36009212636 
1220,362292,제 22 기,20180615,1419176117 ,-4006507613 ,5519955098 
1221,318316,제 23 기,20180330,1492340170 ,-13687652570 ,4000000000 
1222,361488,제 18 기,20180330,9821082472 ,-13617959726 ,-2813316000 
1223,1186404,제 6 기,20180607,3511342780 ,-21373422124 ,20629834510 
1224,103662,제 37 기,20190314,5270037643 ,-4084095943 ,2000000000 
1225,442826,제 32 기,20180413,4178231296 ,117781197 ,-777560089 
1226,135111,제 34 기,20180330,5395004328 ,-687710137 ,-411686024 
1227,407771,제 31 기,20180402,-81964219 ,1930653480 ,
1228,152385,제 47 기,20180402,8074245600 ,-84678571684 ,188035341239 
1229,122481,제 38 기,20180402,,,
1230,608839,제 16 기,20180412,11252174342 ,-30593827837 ,-7460669532 
1231,366793,제 23 기,20180402,-4964511466 ,-2547942119 ,7547395869 
1232,367695,제 21 기,20180402,-8647421307 ,189314423 ,13611616984 
1233,406037,제 29 기,20180402,-8638986818 ,6280774703 ,-560000000 
1234,411385,제 18 기,20180402,3569009740 ,58668741983 ,-81513067299 
1235,552859,제 18 기,20180330,-2791045229 ,-19914585413 ,22336851397 
1236,755739,제 9 기,20180330,1075332310 ,-4726134604 ,1641597396 
1237,806972,제 12 기,20180605,-4892530874 ,345302877 ,-3420635600 
1238,379229,제 20 기,20180330,2412028738 ,-6978269457 ,-373000000 
1239,1047169,제 4 기,20180411,3222744537 ,-20202507003 ,15135731835 
1240,140955,제 38 기,20180326,63947909203 ,-27596139306 ,-10444883054 
1241,166315,제 43 기,20180330,30792122843 ,-19699090015 ,-17611283060 
1242,153621,제 45 기,20180402,,,
1243,113997,제 31 기,20180330,72675000000 ,-236477000000 ,188032000000 
1244,407285,제 18 기,20180330,-283549395 ,-7707014353 ,-2550760391 
1245,228536,제 24 기,20180402,2119798017 ,-2769189391 ,307918931 
1246,610083,제 17 기,20180402,11817398127 ,-4204028596 ,-3231911464 
1247,380429,제 17 기,20180330,2732122585 ,-1251159225 ,171179518 
1248,579999,제 16 기,20180330,7492876951 ,5318936431 ,-22001823900 
1249,302582,제 19 기,20180330,2051245333 ,-19034507309 ,18663846450 
1250,148461,제 44 기,20180330,,,
1251,138224,제 56 기,20180402,408629389002 ,-196526527990 ,-34851184337 
1252,145437,제 41 기,20180411,1198685512 ,-25661320363 ,23711046705 
1253,230911,제 37 기,20180330,3036543552 ,-323650112 ,-586644000 
1254,598587,제 12 기,20180402,,,
1255,126371,제 45 기,20180814,,,
1256,123143,제 54 기,20180625,,-25143507028 ,39121683458 
1257,176835,제 29 기,20180402,-14930947258 ,,
1258,258102,제 21 기,20180622,5127514745 ,-11701279158 ,4999835998 
1259,117726,제 41 기,20180402,,,
1260,1010110,제 6 기,20180605,,,
1261,181712,제 27 기,20180402,741768000000 ,-1750772000000 ,935815000000 
1262,809517,제 18 기,20180619,-3363392431 ,-4446281739 ,-1271880005 
1263,572905,제 17 기,20180330,,,
1264,624518,제 15 기,20180330,800243816 ,-980076591 ,-5562500000 
1265,104786,제 47 기,20180402,-1026521566 ,-2911101129 ,19466026770 
1266,356361,제 17 기,20180402,,,
1267,526872,제 17 기,20180814,-6888677023 ,-15448883759 ,26681809988 
1268,645089,제 16 기,20180402,-9791042908 ,11508961660 ,0 
1269,611736,제 17 기,20180330,,,-5562617485 
1270,455981,제 20 기,20180402,11775932247 ,2366798545 ,
1271,202060,제 29 기,20180330,3339452862 ,,23844022062 
1272,137058,제 41 기,20181130,8890712003 ,-6047855786 ,-1118171679 
1273,153126,제 51 기,20180402,-23770859240 ,-16060770547 ,24756485348 
1274,111999,제 57 기,20180709,5122116296 ,-20827713058 ,5287758858 
1275,361169,제 19 기,20180330,,,
1276,136086,제 45 기,20180402,10121944269 ,-2476883547 ,-5760339179 
1277,220561,제 23 기,20180402,51294765713 ,-3587725918 ,-47300000000 
1278,945208,제 9 기,20180330,,37537763 ,
1279,1021949,제 7 기,20180402,-13945433671 ,-9929577395 ,28356398436 
1280,243979,제 37 기,20181002,-7929677361 ,-25372452680 ,30752523170 
1281,136378,제 61 기,20180402,309703155351 ,-166096619668 ,-39400322540 
1282,109806,제 52 기,20180402,6675147147 ,-9546307631 ,-7639168200 
1283,1036367,제 4 기,20180402,-3173713678 ,8777896628 ,-3306783735 
1284,877059,제 7 기,20180402,149816327598 ,265185302986 ,-287175629552 
1285,660291,제 19 기,20180402,2636300308 ,-2666306562 ,-1943958253 
1286,126201,제 48 기,20180402,14855684663 ,-21978500572 ,-721710360 
1287,155735,제 49 기,20180328,4581204639 ,-4939400100 ,580000000 
1288,210740,제 34 기,20180402,13301705961 ,-20049274257 ,11298004230 
1289,583026,제 20 기,20180402,-3376782744 ,2545371900 ,-2577449729 
1290,425351,제 18 기,20180402,,,
1291,119672,제 35 기,20180615,21389144015 ,-46745703090 ,22083213401 
1292,137809,제 62 기,20180402,1929165243 ,-519633521 ,-782719498 
1293,877819,제 8 기,20180402,-3203264318 ,-7551743278 ,8679775406 
1294,164478,제 68 기,20180402,-39106000000 ,345992000000 ,-325846000000 
1295,664181,제 14 기,20180402,-4932398478 ,-7953425367 ,684967353 
1296,336817,제 20 기,20181228,-784295486 ,1171564839 ,1145000000 
1297,109514,제 51 기,20180330,-205527785 ,-40703519 ,-356176380 
1298,1109539,제 3 기,20180402,,11092555480 ,-18218840992 
1299,123781,제 42 기,20180402,-7916927631 ,978541830 ,-1500000000 
1300,122205,제 32 기,20171114,-4104073214 ,4821068565 ,14324841267 
1301,367455,제 22 기,20180330,11372472278 ,-15321711276 ,9481830792 
1302,141875,제 49 기,20180402,25979205493 ,-14933513522 ,-11699573845 
1303,164609,제 44 기,20180622,,,
1304,188089,제 31 기,20180402,,,
1305,170026,제 30 기,20180330,19424159881 ,-14549185195 ,-250276625 
1306,555874,제 13 기,20180608,175831024339 ,-254987543988 ,20181370725 
1307,983271,제 5 기,20180403,47733627812 ,-143340955700 ,76085284299 
1308,556615,제 14 기,20180402,-7976886364 ,-6722933487 ,16187634360 
1309,363246,제 20 기,20180402,-27066201699 ,-37549276445 ,61568552964 
1310,362238,제 18 기,20180330,71658049357 ,-32668649667 ,-35726402181 
1311,258689,제 23 기,20180330,25976741020 ,-29039579038 ,2499987699 
1312,113614,제 36 기,20180402,,,
1313,634728,제 18 기,20180330,11207727117 ,-6687224000 ,-6383108000 
1314,492894,제 20 기,20180402,-2026316766 ,-39531787245 ,48367655051 
1315,305668,제 19 기,20180402,12937109688 ,8164812444 ,-3648000000 
1316,971090,제 16 기,20180402,-6708455162 ,-12871301553 ,22697584995 
1317,612188,제 15 기,20180402,5002134641 ,-1874495188 ,-1807044744 
1318,1168383,제 2 기,20180402,72287520344 ,-46834972694 ,-5414826200 
1319,105606,제 30 기,20180330,,,
1320,158565,제 34 기,20180402,3320621891 ,-8063021527 ,-991543650 
1321,108135,제 52 기,20180402,61226404359 ,-101029869469 ,77778346280 
1322,552992,제 18 기,20180813,-1958710961 ,1854746689 ,72506851 
1323,245472,제 23 기,20180405,39629342416 ,-20406039595 ,120649405 
1324,428251,제 16 기,20180402,292391666000 ,-6569519000 ,-272263052000 
1325,131832,제 49 기,20180704,59640373107 ,-97073557145 ,-60696488583 
1326,139454,제 33 기,20180330,,,
1327,308896,제 20 기,20180330,-2245194312 ,-3751766420 ,-1278029006 
1328,268251,제 26 기,20180402,14241007711 ,-12747397564 ,2059576662 
1329,412597,제 17 기,20180402,73685796315 ,76878515988 ,-125817176595 
1330,299002,제 19 기,20180814,29728848304 ,47359762382 ,-24569590000 
1331,164636,제 41 기,20180402,330516572270 ,-79112174486 ,-181791998590 
1332,480455,제 14 기,20180330,67224000000 ,-40042000000 ,-41243000000 
1333,1263022,제 1 기,20180402,-20814276674 ,27382189510 ,-1724676813 
1334,116426,제 44 기,20180330,-2491721492 ,4628736681 ,-2014828793 
1335,141477,제 41 기,20180402,-2405443407 ,-5609476442 ,2046068674 
1336,277736,제 20 기,20180330,8336054740 ,,
1337,364795,제 22 기,20180402,-21687201433 ,12081458796 ,11889435466 
1338,441128,제 19 기,20180824,2670336519 ,-7527167211 ,6353753644 
1339,413523,제 22 기,20180330,8668323041 ,12842502369 ,-6221600355 
1340,260408,제 19 기,20180330,45445088190 ,-33061601510 ,-4482049401 
1341,350312,제 19 기,20180330,6171697478 ,5733212632 ,-2469000000 
1342,306719,제 19 기,20180615,10867252845 ,-3300417148 ,-4205000000 
1343,148364,제 56 기,20180504,-9520251751 ,-81873774255 ,99171436859 
1344,406392,제 17 기,20180504,68404663384 ,-6496257061 ,-103786096142 
1345,491415,제 18 기,20180329,12342222001 ,1818024822 ,-9674196838 
1346,168401,제 45 기,20171229,8977361140 ,-3612669869 ,-5299063342 
1347,198697,제 24 기,20180329,36609629156 ,-5854419490 ,-10991832409 
1348,1152470,제 9 기,20180402,23979866148 ,-9941747785 ,178750008000 
1349,160047,제 64 기,20180402,49395933001 ,-190784208652 ,-27508525200 
1350,728638,제 9 기,20180330,63150227739 ,-119812459272 ,-50091441884 
1351,161976,제 36 기,20180430,6121999856 ,-1739629247 ,-4381278920 
1352,652159,제 10 기,20180402,-655186684 ,-6451790750 ,7455362546 
1353,1267170,제 1 기,20180402,,,
1354,550994,제 18 기,20180330,23853771611 ,-28287756171 ,8536506322 
1355,442570,제 30 기,20180330,11622700613 ,-25407833414 ,14182513242 
1356,484682,제 16 기,20180405,37016047786 ,-20357329482 ,12492544035 
1357,117577,제 62 기,20180402,36650847210 ,-1492863004 ,2889473645 
1358,589127,제 12 기,20180330,,,
1359,520887,제 16 기,20180402,19177439559 ,-22107884689 ,-4039409550 
1360,102618,제 41 기,20180402,20761419282 ,-11284794825 ,-2221648077 
1361,111810,제 58 기,20180402,8780653443 ,-2055233117 ,-4318461500 
1362,427483,제 16 기,20180402,63297189973 ,-58297252919 ,-18033911678 
1363,398701,제 18 기,20180329,4137710535 ,-21808832724 ,33749625594 
1364,1053540,제 17 기,20180608,-2814315575 ,-13013298151 ,-800000000 
1365,219097,제 24 기,20180402,356586817065 ,-315579750396 ,-55494183403 
1366,1067516,제 3 기,20180402,79436409687 ,10630625206 ,-12535982000 
1367,1128622,제 2 기,20180329,72408303 ,-113264894 ,
1368,843900,제 11 기,20180402,654328851 ,-9916584865 ,6978292291 
1369,162586,제 45 기,20180330,42079244362 ,-13104737237 ,592730000 
1370,223762,제 27 기,20180402,,,
1371,533191,제 16 기,20180402,-969516103 ,-777762947 ,1666760000 
1372,133991,제 32 기,20180402,15302591144 ,-8119695089 ,-18764139750 
1373,108913,제 31 기,20180402,,,
1374,599957,제 18 기,20180330,3039269558 ,-7215624493 ,
1375,1010642,제 7 기,20180402,2861177021 ,36334994986 ,-791554050 
1376,414601,제 23 기,20190320,-4277541542 ,311920171 ,-1085424899 
1377,148984,제 70 기,20180406,11222954583 ,-26977923078 ,15038412750 
1378,137368,제 57 기,20180329,2203196227 ,-7345454248 ,2271777059 
1379,652007,제 18 기,20180402,38425504235 ,-4071341958 ,50190672900 
1380,255433,제 20 기,20180326,2804811153 ,-4394697837 ,-1280360000 
1381,392691,제 18 기,20200421,-4266767772 ,-112329162982 ,95305585210 
1382,661847,제 11 기,20180404,14631064329 ,-2680559085 ,-13255548217 
1383,105156,제 38 기,20180402,3499596956 ,-47040099319 ,35617906291 
1384,268002,제 26 기,20180329,24455989458 ,-167516654353 ,179198682531 
1385,307028,제 20 기,20180604,1717973219 ,356173340 ,2700000000 
1386,530185,제 18 기,20180330,29086388617 ,-36987498152 ,-7812727800 
1387,115065,제 53 기,20180402,8773754178 ,-9298536771 ,123316761 
1388,665676,제 13 기,20180330,4080931468 ,-102750205 ,-137875772 
1389,118266,제 52 기,20180713,12900572045 ,-11570896775 ,-1428189120 
1390,970453,제 17 기,20180402,,,
1391,123967,제 37 기,20180402,55659686085 ,-11043560430 ,-5000500000 
1392,135795,제 58 기,20180330,54786798970 ,-28231179708 ,-14478313500 
1393,156691,제 51 기,20180330,50565063461 ,-46334685018 ,-5477127940 
1394,163512,제 62 기,20180330,33497989586 ,27900683738 ,-74692402237 
1395,165413,제 42 기,20180402,2331524130017 ,-2247738732925 ,-587820596837 
1396,302926,제 19 기,20180330,196995067000 ,31255105000 ,-351199443000 
1397,628860,제 11 기,20180402,12186864822 ,-13655350219 ,93782418 
1398,243067,제 39 기,20180402,10275821795 ,-1645356008 ,-5853539000 
1399,1091054,제 3 기,20180420,251100298 ,-2302663511 ,1371205720 
1400,441447,제 16 기,20180402,511361929 ,-5803401 ,-1029000000 
1401,595191,제 12 기,20180402,52260552913 ,-37819611029 ,-15400274250 
1402,660750,제 11 기,20180402,31049720937 ,-64049551045 ,33303789320 
1403,357360,제 23 기,20180402,6201205167 ,-7203145340 ,-15785215336 
1404,123718,제 58 기,20180330,13976603562 ,-9970290542 ,-18022701380 
1405,156956,제 36 기,20180417,14958078008 ,1965538682 ,-15287404917 
1406,128032,제 65 기,20180330,3947446180 ,-37503488306 ,28531445743 
1407,241005,제 22 기,20180402,43833453075 ,-58376700491 ,12650048987 
1408,138729,제 62 기,20180330,558236262 ,-2252309950 ,-2216357518 
1409,371485,제 21 기,20180330,7522387965 ,-13797345771 ,9795230262 
1410,426086,제 16 기,20180402,158916675864 ,-179715462813 ,23565089469 
1411,679314,제 10 기,20180703,20038316008 ,-26070503945 ,7568410492 
1412,1205851,제 1 기,20180615,-4013031414 ,-74336631982 ,108612279694 
1413,155276,제 47 기,20180727,49898593090 ,-46521506308 ,-17721000000 
1414,793155,제 9 기,20180330,1800928011 ,-21275683560 ,16028394988 
1415,683469,제 10 기,20180402,-930870050 ,-24548218611 ,15935124594 
1416,164362,제 45 기,20180330,-5228403983 ,-13241382897 ,18835132308 
1417,180865,제 39 기,20200123,-6228873255 ,-5244290476 ,12037756000 
1418,604426,제 18 기,20180402,11747410368 ,-3537220929 ,-9635292900 
1419,411048,제 17 기,20180330,9521947437 ,-9113808427 ,6972874048 
1420,346610,제 21 기,20180330,-1666154842 ,-11676723889 ,15943301487 
1421,130684,제 35 기,20180402,46054781168 ,-29285886220 ,-7355057310 
1422,480783,제 26 기,20190111,5089446153 ,-7013003884 ,-1177559329 
1423,1234507,제 1 기,20180402,97471022851 ,-57500432454 ,-48649490091 
1424,145473,제 34 기,20180402,281456462 ,-846713679 ,680284672 
1425,110884,제 45 기,20200115,-6986207604 ,-4124455854 ,9005855870 
1426,477257,제 19 기,20180402,,,
1427,1062867,제 3 기,20180330,-2534014137 ,-5046550529 ,7185714802 
1428,126186,제 33 기,20180402,,,-61601740574 
1429,759513,제 9 기,20180309,,,
1430,139205,제 60 기,20180402,18769841374 ,-10087868274 ,-7226482240 
1431,163761,제 46 기,20180402,18315609073 ,-8467366117 ,-10409506544 
1432,400121,제 28 기,20180330,-1762701649 ,-679877598 ,2458400000 
1433,102432,제 51 기,20180402,-27648506126 ,-63400407339 ,48792059144 
1434,102353,제 41 기,20180402,1094459959 ,-42382281008 ,29771118801 
1435,103006,제 60 기,20180921,38365491531 ,-21808062777 ,-30440896246 
1436,120289,제 30 기,20180628,6441619139 ,1883995072 ,-8659747609 
1437,130763,제 31 기,20180402,120417772006 ,-56579315900 ,-50811236708 
1438,109286,제 71 기,20180402,39111344959 ,-19799342359 ,-19748098037 
1439,161693,제 45 기,20180629,99819338166 ,-183319443726 ,15950008237 
1440,120906,제 31 기,20180330,-1423498242 ,358544845 ,3999999800 
1441,409371,제 17 기,20180330,-4043657646 ,-13258796398 ,22600000008 
1442,198192,제 25 기,20180402,1586512018 ,-5543259113 ,-66896824 
1443,255044,제 20 기,20180329,14436683438 ,-6455476160 ,-1121250000 
1444,105873,제 33 기,20180402,4271814000000 ,-4264371000000 ,299498000000 
1445,109310,제 45 기,20180330,10871640603 ,-7109133469 ,5544938756 
1446,144650,제 52 기,20180402,-11388127926 ,-3054882929 ,13831143974 
1447,113243,제 67 기,20180330,16764830425 ,-13730585889 ,-21491923083 
1448,577016,제 20 기,20180330,4391639804 ,-4273061352 ,-838013880 
1449,114552,제 56 기,20180330,11714757281 ,-4144855855 ,-2153451886 
1450,1042429,제 4 기,20180327,-1610572804 ,5824503535 ,
1451,136624,제 50 기,20180402,1597333789 ,7764985208 ,-2114925407 
1452,118965,제 32 기,20180330,8588813818 ,-13259441386 ,-706609017 
1453,186559,제 35 기,20180402,3013097565 ,-8246093187 ,-936801526 
1454,203209,제 25 기,20180330,8916098325 ,7118679389 ,-16163512603 
1455,269940,제 25 기,20180418,,,
1456,231691,제 27 기,20180402,-2788168749 ,-24279785109 ,33438999000 
1457,401731,제 16 기,20180402,,,823597000000 
1458,263654,제 20 기,20180824,-2414793142 ,41812061 ,10901259956 
1459,347877,제 24 기,20181114,-2395016098 ,-12703287025 ,15975725333 
1460,442048,제 18 기,20180402,31930996916 ,-42282788615 ,-2989189600 
1461,447760,제 25 기,20180330,38620040790 ,-8562815760 ,2882529880 
1462,814786,제 11 기,20180330,-3185997057 ,13857519315 ,-10254802195 
1463,985686,제 5 기,20180402,,,
1464,1015726,제 21 기,20180612,3447064684 ,-16025442807 ,6231940742 
1465,1228515,제 1 기,20180402,-18462261 ,-8000000000 ,9422967202 
1466,105280,제 50 기,20180402,,,
1467,108490,제 31 기,20180329,7129414401 ,-11875129559 ,9718061610 
1468,106395,제 64 기,20180402,819730670 ,-7005086989 ,4970100000 
1469,127699,제 36 기,20180402,,,
1470,113410,제 108 기,20180402,273266180668 ,-583352823472 ,315160983195 
1471,201788,제 26 기,20180322,-3603984527 ,-6231364789 ,11061270833 
1472,124504,제 18 기,20180611,347738903000 ,-233035185000 ,-113036519000 
1473,269889,제 24 기,20180402,-10278551203 ,-20513234192 ,23203074061 
1474,126955,제 57 기,20180402,42811165385 ,-42631318123 ,12345082906 
1475,144252,제 66 기,20180402,,,
1476,370200,제 20 기,20180330,,,
1477,146232,제 40 기,20180402,,-8254349403 ,11569318307 
1478,373571,제 25 기,20180330,-6370409796 ,218125830 ,10007350000 
1479,147860,제 43 기,20180330,-3719137213 ,-1206355570 ,4339464328 
1480,111847,제 71 기,20180402,,,
