,Unnamed: 0,기업코드,회차,등록일,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금(결손금),자본총계
1040,1040,01082348,제 6 기,20180330,16563303346.0,13093609019.0,29656912365.0,12120565270.0,10109807348.0,22230372618.0,2609497500.0,-2350984928.0,7426539747.0
1041,1041,00163345,제 41 기,20180330,60563870070.0,132954163110.0,193518033180.0,44644238626.0,9373002633.0,54017241259.0,94872683000.0,-102833434911.0,139500791921.0
1042,1042,00253985,제 30 기,20180330,127549209567.0,30768469471.0,158317679038.0,60446915895.0,3490250717.0,63937166612.0,3750000000.0,83684804402.0,94380512426.0
1043,1043,00653024,제 10 기,20180330,399180931523.0,99093679372.0,498274610895.0,232713718651.0,33760608038.0,266474326689.0,30000000000.0,110252051899.0,231800284206.0
1044,1044,00239514,제 31 기,20180330,61639232395.0,73619194471.0,135258426866.0,36204622463.0,13157617673.0,49362240136.0,12479616000.0,27187135891.0,85896186730.0
1045,1045,00164502,제 40 기,20180402,56587164126.0,58185971533.0,114773135659.0,28077099064.0,2924987340.0,31002086404.0,7670000000.0,60396939860.0,83771049255.0
1046,1046,00141626,제 60 기,20171010,36921875798.0,57720165021.0,94642040819.0,18681105294.0,4223790069.0,22904895363.0,80530422000.0,,71737145456.0
1047,1047,01025644,제 8 기,20180403,24316616932.0,20192111777.0,44508728709.0,4000961879.0,15839638886.0,19840600765.0,8125856000.0,-35262098085.0,24668127944.0
1048,1048,01169267,제 2 기,20180612,14960337757.0,13358741059.0,28319078816.0,2737772485.0,1930539722.0,4668312207.0,1904319500.0,,23650766609.0
1049,1049,00397289,제 27 기,20180330,47586033620.0,144411296848.0,191997330468.0,59616391623.0,5543185151.0,65159576774.0,7392895000.0,89043596814.0,126837753694.0
1050,1050,00807379,제 9 기,20180402,57435237868.0,70977974429.0,128413212297.0,31689359222.0,20748430478.0,52437789700.0,16379207500.0,41370592172.0,75975422597.0
1051,1051,00390514,제 20 기,20180330,12438358881.0,20940589447.0,33378948328.0,9565317326.0,6021890298.0,15587207624.0,7637510000.0,-9499017571.0,17791740704.0
1052,1052,00936787,제 6 기,20180330,282054321274.0,136341805334.0,418396126608.0,117074283200.0,4791546663.0,121865829863.0,16020000000.0,177041152659.0,296530296745.0
1053,1053,01061327,제 3 기,20180604,27228340403.0,35911437055.0,63139777458.0,14392935944.0,13655998661.0,28048934605.0,6047307700.0,,35090842853.0
1054,1054,00445054,제 17 기,20180402,139527441899.0,254245333900.0,393772775799.0,225353842849.0,43774998670.0,269128841519.0,11185223000.0,-661435234.0,124643934280.0
1055,1055,00525882,제 16 기,20190417,28072370704.0,64039520795.0,92111891499.0,30741064237.0,1411896412.0,32152960649.0,,,59958930850.0
1056,1056,00101752,제 49 기,20180402,53756598910.0,51802710723.0,105559309633.0,39847285234.0,6751354836.0,46598640070.0,8357929000.0,41809691746.0,58960669563.0
1057,1057,00561866,제 13 기,20180330,90172167077.0,544183238554.0,634355405631.0,23730329420.0,10634053587.0,34364383007.0,27500000000.0,280948197382.0,599991022624.0
1058,1058,00813389,제 14 기,20180628,65905135690.0,30939617534.0,96844753224.0,42752408715.0,8932263955.0,51684672670.0,5596184000.0,26111382655.0,45160080554.0
1059,1059,00861997,제 16 기,20180402,54438956985.0,19589828848.0,74028785833.0,41000739142.0,11153868726.0,52154607868.0,1814104000.0,-648376306.0,21874177965.0
1060,1060,00147994,제 48 기,20180330,19026235222.0,60993780928.0,80020016150.0,17707022519.0,7342410566.0,25049433085.0,6211787000.0,44767438748.0,54970583065.0
1061,1061,00109754,제 50 기,20180330,110035473261.0,177364312172.0,287399785433.0,77752606092.0,48466162724.0,126218768816.0,16672240000.0,,161181016617.0
1062,1062,00231442,제 23 기,20180329,47697973991.0,27500950983.0,75198924974.0,7086447276.0,173679500.0,7260126776.0,18557633500.0,31015336632.0,67938798198.0
1063,1063,00369213,제 27 기,20180330,81488435998.0,11781511994.0,93269947992.0,21073844304.0,610805784.0,21684650088.0,17998076500.0,38980040624.0,71585297904.0
1064,1064,00767628,제 14 기,20180330,9993464605.0,15756908548.0,25750373153.0,5690720454.0,7697794027.0,13388514481.0,3005234500.0,-18647178722.0,12361858672.0
1065,1065,00557508,제 13 기,20180402,566196748457.0,165707562798.0,731904311255.0,169546689001.0,30305174475.0,199851863476.0,30927835000.0,479865526769.0,532052447779.0
1066,1066,00583442,제 12 기,20180402,190832785250.0,350184429086.0,541017214336.0,158601535111.0,100234863173.0,258836398284.0,10231563000.0,167266319278.0,282180816052.0
1067,1067,00291860,제 24 기,20180330,22998202965.0,36297893026.0,59296095991.0,3316508194.0,4549609666.0,7866117860.0,4942828000.0,27134693489.0,51429978131.0
1068,1068,00165103,제 51 기,20180402,35680317328.0,49578291236.0,85258608564.0,33663916367.0,9213955842.0,42877872209.0,4000000000.0,,42380736355.0
1069,1069,00362159,제 26 기,20180402,45749321204.0,79590976941.0,125340298145.0,43933021061.0,18211578029.0,62144599090.0,12745248500.0,1164606652.0,63195699055.0
1070,1070,00177816,제 37 기,20180330,29345110727.0,97964278509.0,127309389236.0,47546238942.0,26669111457.0,74215350399.0,7275612500.0,6176582934.0,53094038837.0
1071,1071,00573269,제 18 기,20180329,42628352119.0,82840286387.0,125468638506.0,50113412036.0,1554359646.0,51667771682.0,13053144800.0,40277180340.0,73800866824.0
1072,1072,00945457,제 18 기,20180814,24826632925.0,5457661348.0,30284294273.0,1249272699.0,5281625226.0,6530897925.0,5483171000.0,,23753396348.0
1073,1073,00535676,제 16 기,20180402,170474875036.0,167441797615.0,337916672651.0,145829821460.0,39459160369.0,185288981829.0,9264399500.0,104116285238.0,152627690822.0
1074,1074,00531014,제 18 기,20180330,138715733322.0,131071851478.0,269787584800.0,25403553876.0,3672426153.0,29075980029.0,11458021000.0,233163892251.0,240711604771.0
1075,1075,00103042,제 45 기,20180410,59384004589.0,264046331567.0,323430336156.0,121447453058.0,45773149444.0,167220602502.0,15000000000.0,,156209733654.0
1076,1076,00147152,제 42 기,20180330,64568267123.0,128830267133.0,193398534256.0,85760626386.0,20106070853.0,105866697239.0,,65565157552.0,87531837017.0
1077,1077,00103644,제 51 기,20170928,21032551997.0,101950662576.0,122983214573.0,33123359801.0,7395951592.0,40519311393.0,11176936500.0,,82463903180.0
1078,1078,00154718,제 33 기,20180329,61895781786.0,71766226910.0,133662008696.0,22585660536.0,2149274125.0,24734934661.0,9795215500.0,81793440169.0,108927074035.0
1079,1079,00264945,제 30 기,20180330,163569894609.0,105745336260.0,269315230869.0,90545004546.0,114881448.0,90659885994.0,5000000000.0,171516620033.0,178655344875.0
1080,1080,00487546,제 23 기,20180402,58360521357.0,61041347880.0,119401869237.0,46443041556.0,7999858513.0,54442900069.0,9681286500.0,28397086373.0,64958969168.0
1081,1081,00255275,제 21 기,20180330,123976553569.0,76185082651.0,200161636220.0,39089710127.0,4974515772.0,44064225899.0,39495213000.0,52148601544.0,156097410321.0
1082,1082,00456218,제 29 기,20180330,178235670101.0,76714407903.0,254950078004.0,113086521149.0,2127523839.0,115214044988.0,9450000000.0,,139736033016.0
1083,1083,00411446,제 18 기,20180326,25312331529.0,32421188415.0,57733519944.0,2554957780.0,412431018.0,2967388798.0,4139115000.0,,54766131146.0
1084,1084,00596260,제 18 기,20180330,22689810135.0,67533158208.0,90222968343.0,40362832841.0,71534266.0,40434367107.0,9012246500.0,-5723713665.0,49788601236.0
1085,1085,00763358,제 18 기,20180329,22157488246.0,19832632046.0,41990120292.0,9172790862.0,62038236.0,9234829098.0,2700000000.0,19576627420.0,32755291194.0
1086,1086,00273420,제 25 기,20180330,16412096376.0,68981012482.0,85393108858.0,28639380363.0,18700569881.0,47339950244.0,4949700000.0,26774013896.0,38053158614.0
1087,1087,00129420,제 39 기,20181204,41210840345.0,98727089292.0,139937929637.0,69694222520.0,11137585724.0,80831808244.0,22576140000.0,16652783727.0,59106121393.0
1088,1088,00243757,제 23 기,20180330,25476037399.0,40174390822.0,65650428221.0,11237819289.0,3103832954.0,14341652243.0,4346989000.0,30163804472.0,51308775978.0
1089,1089,00170877,제 34 기,20180330,76392906080.0,29326042659.0,105718948739.0,13272360248.0,2148538203.0,15420898451.0,3984450000.0,86278223980.0,90298050288.0
1090,1090,00132637,제 38 기,20180329,155028502013.0,541968249561.0,696996751574.0,174205048334.0,180452473609.0,354657521943.0,129419345000.0,93197181462.0,342339229631.0
1091,1091,00462121,제 18 기,20180330,23734223235.0,57794664933.0,81528888168.0,10024494270.0,1380000000.0,11404494270.0,3001250000.0,53354008384.0,70124393898.0
1092,1092,00408956,제 19 기,20180608,4109639588.0,42518955113.0,46628594701.0,28692280568.0,4467595980.0,33159876548.0,4294927700.0,-63837878351.0,13468718153.0
1093,1093,00231707,제 33 기,20180330,18764301415.0,34722303078.0,53486604493.0,8895926334.0,2182652271.0,11078578605.0,8311646500.0,,42408025888.0
1094,1094,00857727,제 7 기,20180328,269733142828.0,344938474051.0,614671616879.0,281544673303.0,27089202523.0,308633875826.0,43472969000.0,46171833211.0,306037741053.0
1095,1095,00185222,제 38 기,20180330,40800019120.0,24742635417.0,65542654537.0,23607818873.0,10160930629.0,33768749502.0,3650000000.0,22306272221.0,31773905035.0
1096,1096,00132354,제 41 기,20180330,52738404679.0,356057847448.0,408796252127.0,21407996949.0,36498327227.0,57906324176.0,2657947000.0,979542628605.0,350889927951.0
1097,1097,00152783,제 35 기,20180330,76701463156.0,51976428738.0,128677891894.0,13975830591.0,628668475.0,14604499066.0,4524000000.0,97757998172.0,114073392828.0
1098,1098,00580056,제 22 기,20180402,123226086587.0,73026326436.0,196252413023.0,64870997185.0,35488373830.0,100359371015.0,12650683500.0,24254503526.0,95893042008.0
1099,1099,00252269,제 25 기,20180330,13453583889.0,66254392700.0,79707976589.0,27715177919.0,4385640416.0,32100818335.0,20191035000.0,-1588272365.0,47607158254.0
1100,1100,00154426,제 56 기,20180402,97977814922.0,157283996841.0,255261811763.0,18593063411.0,3550287869.0,22143351280.0,72576748500.0,74358830841.0,233118460483.0
1101,1101,01051092,제 10 기,20180611,12804370148.0,3069423012.0,15873793160.0,407216720.0,30000000.0,437216720.0,4460582000.0,-9609832039.0,15436576440.0
1102,1102,00112651,제 41 기,20180329,190896850274.0,197559054666.0,388455904940.0,198893687671.0,36820758023.0,235714445694.0,45571319500.0,62632791369.0,152741459246.0
1103,1103,00358271,제 20 기,20180716,840694836810.0,375809764783.0,1216504601593.0,432542929919.0,25895328807.0,458438258726.0,17954380000.0,,758066342867.0
1104,1104,00384887,제 17 기,20180330,73395314503.0,77658472845.0,151053787348.0,74166558800.0,10260054038.0,84426612838.0,5000000000.0,53325267124.0,66627174510.0
1105,1105,00602172,제 19 기,20180330,40422802868.0,45628043226.0,86050846094.0,20806911741.0,16541179750.0,37348091491.0,1851300000.0,,48702754603.0
1106,1106,00124027,제 42 기,20180330,10932511851.0,36216184097.0,47148695948.0,8452825155.0,2643447266.0,11096272421.0,5280000000.0,19883633182.0,36052423527.0
1107,1107,00615723,제 15 기,20180330,7504422768.0,14316376737.0,21820799505.0,8699088110.0,2672735574.0,11371823684.0,2714892500.0,,10448975821.0
1108,1108,00109587,제 51 기,20180402,88539082721.0,65835424625.0,154374507346.0,42702098284.0,11617282430.0,54319380714.0,7951599500.0,81964732925.0,100055126632.0
1109,1109,00557933,제 12 기,20180330,102992602152.0,55005245049.0,157997847201.0,53853623330.0,1481102538.0,55334725868.0,6231827000.0,26672528266.0,102663121333.0
1110,1110,00106119,제 63 기,20180402,58591469169.0,108529528984.0,167120998153.0,129674554460.0,6194469325.0,135869023785.0,21355055500.0,-9731146318.0,31251974368.0
1111,1111,00329093,제 23 기,20180330,10997545053.0,20571292192.0,31568837245.0,3531015934.0,431000000.0,3962015934.0,18921301000.0,-41576558969.0,27606821311.0
1112,1112,01080687,제 18 기,20180402,38259724344.0,14412995510.0,52672719854.0,6011859642.0,716456225.0,6728315867.0,5000000000.0,,45944403987.0
1113,1113,00876865,제 8 기,20180330,37254793289.0,99851762805.0,137106556094.0,36415923832.0,28181057837.0,64596981669.0,3937481500.0,56034757365.0,72509574425.0
1114,1114,01065679,제 3 기,20180402,15553635023.0,58533140902.0,74086775925.0,7236999165.0,5654645601.0,12891644766.0,9991574800.0,47484507039.0,61195131159.0
1115,1115,01108442,제 3 기,20180402,16122309364.0,,16122309364.0,,972370090.0,972370090.0,800000000.0,306907358.0,15149939274.0
1116,1116,00365989,제 19 기,20180615,141983936424.0,725706692551.0,867690628975.0,257208833626.0,202345528902.0,459554362528.0,240666665000.0,,408136266447.0
1117,1117,00593032,제 12 기,20180330,766848078913.0,693703617277.0,1460551696190.0,205788061981.0,134372639092.0,340160701073.0,146200000000.0,767501062913.0,1120390995117.0
1118,1118,00808068,제 14 기,20180627,19340123148.0,30260035504.0,49600158652.0,10355043695.0,5896600000.0,16251643695.0,9141198000.0,21017333715.0,33348514957.0
1119,1119,00872984,제 7 기,20180330,1275374262211.0,13071516821341.0,14346891083552.0,3197602159490.0,2783055835602.0,5980657995092.0,139379095000.0,,8366233088460.0
1120,1120,00114792,제 64 기,20180402,1676374188315.0,4516385447571.0,6192759635886.0,2702759496234.0,623689284567.0,3326448780801.0,589228035000.0,,2866310855085.0
1121,1121,00151395,제 70 기,20180615,,,67842441665.0,,,20703661387.0,,,47138780278.0
1122,1122,00458562,제 17 기,20180330,17039549566.0,78541393481.0,95580943047.0,56309852869.0,7555423770.0,63865276639.0,32321888500.0,-46923036797.0,31715666408.0
1123,1123,00239596,제 23 기,20180329,28692521348.0,86100053507.0,114792574855.0,33111030621.0,17792162438.0,50903193059.0,16916460500.0,9726670803.0,63889381796.0
1124,1124,00112721,제 38 기,20180402,99152849495.0,127513758025.0,226666607520.0,86244028032.0,41350540886.0,127594568918.0,10000000000.0,77837133032.0,99072038602.0
1125,1125,00479705,제 20 기,20180330,46711036159.0,60420201631.0,107131237790.0,37660175622.0,13110293642.0,50770469264.0,15136672500.0,,
1126,1126,00359474,제 24 기,20180417,3608583136.0,4206058613.0,7814641749.0,945550194.0,112493778.0,1058043972.0,5532105000.0,-21286418089.0,6650928782.0
1127,1127,00643656,제 21 기,20180402,18082872348.0,52265740283.0,70348612631.0,2686716857.0,337691674.0,3024408531.0,4252617000.0,20853397251.0,67324204100.0
1128,1128,00174208,제 36 기,20180402,89480951309.0,73851646565.0,163332597874.0,58637883122.0,6818247284.0,65456130406.0,11241134000.0,68562900718.0,97876467468.0
1129,1129,00163673,제 56 기,20180402,20575000000.0,405470000000.0,426045000000.0,13802000000.0,2062000000.0,15864000000.0,155149000000.0,-400828000000.0,410181000000.0
1130,1130,00266961,제 19 기,20180402,2629855599793.0,2712498982568.0,5342354582361.0,1266827512521.0,141666445169.0,1408493957690.0,16481339500.0,4733331885906.0,3933860624671.0
1131,1131,00454946,제 15 기,20180402,74440531756.0,120829711629.0,195270243385.0,75584223105.0,9944362494.0,85528585599.0,10000000000.0,,109741657786.0
1132,1132,00120571,제 51 기,20180330,751027286079.0,2680698554752.0,3431725840831.0,863847990085.0,1288766189163.0,2152614179248.0,4384385000.0,,1279111661583.0
1133,1133,00126788,제 45 기,20180330,81410697483.0,86555756761.0,167966454244.0,9067795337.0,2794741491.0,11862536828.0,6370000000.0,133733628183.0,156103917416.0
1134,1134,00173795,제 53 기,20180402,49739669416.0,77528911175.0,127268580591.0,32689879421.0,2932556798.0,35622436219.0,6733070000.0,77942267316.0,91646144372.0
1135,1135,00139764,제 42 기,20180402,122383423979.0,47438407213.0,169821831192.0,100283903265.0,9995935070.0,110279838335.0,29995820500.0,,59541992857.0
1136,1136,00579971,제 15 기,20180402,20982995340.0,8223917977.0,29206913317.0,1258967308.0,1198426631.0,2457393939.0,3849313500.0,,26749519378.0
1137,1137,00423177,제 19 기,20180330,75324974772.0,47862747135.0,123187721907.0,24079486447.0,17150052099.0,41229538546.0,5315489000.0,71856810103.0,81958183361.0
1138,1138,00222532,제 23 기,20180523,316263335637.0,1551891888718.0,1868155224355.0,361302908555.0,519729855191.0,881032763746.0,193617162500.0,603398505090.0,987122460609.0
1139,1139,00236863,제 28 기,20180402,108146338213.0,26563366353.0,134709704566.0,72541415047.0,9989799130.0,82531214177.0,6961237500.0,,52178490389.0
1140,1140,00659684,제 18 기,20180402,32307018039.0,23156625864.0,55463643903.0,5012586783.0,574228299.0,5586815082.0,3022500000.0,24305859583.0,49876828821.0
1141,1141,00131018,제 32 기,20180330,40505426790.0,46426894737.0,86932321527.0,18438866671.0,14637303128.0,33076169799.0,4192271500.0,18298355298.0,53856151728.0
1142,1142,00125530,제 50 기,20180402,144938843286.0,304137413424.0,449076256710.0,215731467995.0,42000000000.0,257731467995.0,43145045000.0,186115802841.0,191344788715.0
1143,1143,00135467,제 39 기,20180330,61054632705.0,107983596700.0,169038229405.0,21216866565.0,13222195524.0,34439062089.0,3066056000.0,,134599167316.0
1144,1144,00138701,제 53 기,20180330,60308416127.0,357612845932.0,417921262059.0,6934663801.0,30271001169.0,37205664970.0,10955120000.0,658129336898.0,380715597089.0
1145,1145,00115931,제 30 기,20180402,92498655770.0,75713408501.0,168212064271.0,30409803196.0,15946621458.0,46356424654.0,7585701500.0,38517356990.0,121855639617.0
1146,1146,00327819,제 28 기,20180402,84505575308.0,33127540932.0,117633116240.0,25992749441.0,782918230.0,26775667671.0,3000000000.0,39134630945.0,90857448569.0
1147,1147,00138260,제 45 기,20180330,124800056559.0,218205088636.0,343005145195.0,114191470414.0,5031686803.0,119223157217.0,14542462500.0,191361088692.0,223781987978.0
1148,1148,00695969,제 12 기,20180330,26721041830.0,16212802636.0,42933844466.0,10690858581.0,5698489172.0,16389347753.0,2995500000.0,20667085438.0,26544496713.0
1149,1149,00142661,제 48 기,20180402,109296628230.0,123129309537.0,232425937767.0,70271543060.0,6636842175.0,76908385235.0,15450000000.0,,155517552532.0
1150,1150,00256043,제 38 기,20180329,40903286111.0,74850099755.0,115753385866.0,18914129379.0,15611318320.0,34525447699.0,1461871400.0,,81227938167.0
1151,1151,00879020,제 22 기,20180330,59554855339.0,7603863124.0,67158718463.0,34213788250.0,307270977.0,34521059227.0,4965975000.0,26379189506.0,32637659236.0
1152,1152,00568188,제 18 기,20180330,20916371922.0,19864738272.0,40781110194.0,2930105533.0,1159902311.0,4090007844.0,4156383000.0,32552661096.0,36691102350.0
1153,1153,00164779,제 70 기,20180615,15338930000000.0,28973916000000.0,44312846000000.0,8076214000000.0,3464757000000.0,11540971000000.0,3657652000000.0,,32771875000000.0
1154,1154,00263371,제 19 기,20180328,17950982231.0,102170943707.0,120121925938.0,22747403510.0,441315000.0,23188718510.0,11500000000.0,80116050735.0,96933207428.0
1155,1155,00160232,제 34 기,20180330,66287525169.0,837376707591.0,903664232760.0,135123785070.0,541251178608.0,676374963678.0,11592940000.0,214808276555.0,227289269082.0
1156,1156,00997812,제 5 기,20180810,32146185837.0,75323788785.0,107469974622.0,27535272669.0,10115421017.0,37650693686.0,4387500000.0,30615011812.0,69819280936.0
1157,1157,00186717,제 29 기,20180330,73234875461.0,105688875513.0,178923750974.0,22180259302.0,13161721204.0,35341980506.0,4300000000.0,,143581770468.0
1158,1158,00181299,제 32 기,20180402,95140222108.0,97413472019.0,192553694127.0,54835299054.0,22543876715.0,77379175769.0,7131768000.0,,115174518358.0
1159,1159,00122737,제 52 기,20180417,514559000000.0,3306398000000.0,3820957000000.0,509960000000.0,937781000000.0,1447741000000.0,534538000000.0,-73489000000.0,2373216000000.0
1160,1160,01238169,제 1 기,20180402,147584934050.0,990870539004.0,1138455473054.0,125572581442.0,360768654672.0,486341236114.0,19766750500.0,34856360131.0,652114236940.0
1161,1161,00104573,제 40 기,20180330,46483660090.0,60228648213.0,106712308303.0,47064188688.0,1932575763.0,48996764451.0,,33971448484.0,57715543852.0
1162,1162,00488989,제 14 기,20180402,12128476611.0,36472928478.0,48601405089.0,11885982013.0,3316685608.0,15202667621.0,5000000000.0,,33398737468.0
1163,1163,00556907,제 12 기,20180402,140198666124.0,175046353831.0,315245019955.0,206499024680.0,28585524636.0,235084549316.0,14654689500.0,-31123734196.0,80160470639.0
1164,1164,00297934,제 20 기,20180330,51841898115.0,1797712322.0,53639610437.0,23746530950.0,5717169.0,23752248119.0,3770068000.0,14574678745.0,29887362318.0
1165,1165,01095722,제 3 기,20180330,173656872910.0,403993728395.0,577650601305.0,338125436508.0,60796179443.0,398921615951.0,12173292000.0,,178728985354.0
1166,1166,00109161,제 48 기,20180402,17535883284.0,93236180354.0,110772063638.0,8235355645.0,3894601803.0,12129957448.0,5800000000.0,,98642106190.0
1167,1167,00357430,제 23 기,20180330,71712275488.0,27469510652.0,99181786140.0,6362057497.0,25952000.0,6388009497.0,4700000000.0,88406755310.0,92793776643.0
1168,1168,00162993,제 56 기,20180402,928286280332.0,1353741503952.0,2282027784284.0,381246135856.0,449511286811.0,830757422667.0,37726565000.0,1391079478308.0,1451270361617.0
1169,1169,01063884,제 3 기,20180402,12160301362.0,0.0,12160301362.0,1887000.0,1431197879.0,1433084879.0,550000000.0,226251788.0,10727216483.0
1170,1170,00164672,제 48 기,20180402,201309138877.0,294798554736.0,496107693613.0,70054234543.0,216705366359.0,286759600902.0,83792720000.0,66340743652.0,209348092711.0
1171,1171,00491938,제 17 기,20180402,33394918051.0,25497518283.0,58892436334.0,7775995921.0,2178313209.0,9954309130.0,5500000000.0,24377288563.0,48938127204.0
1172,1172,00118008,제 32 기,20170629,99298870574.0,255079184018.0,354378054592.0,233225369772.0,59302191920.0,292527561692.0,17561262500.0,30355619159.0,61850492900.0
1173,1173,00370255,제 20 기,20180330,51356219250.0,41595334650.0,92951553900.0,50297100239.0,972164000.0,51269264239.0,33209755500.0,-17671595105.0,41682289661.0
1174,1174,00390055,제 17 기,20180402,84219380437.0,95264003593.0,179483384030.0,26825877051.0,10611576940.0,37437453991.0,13073722500.0,,142045930039.0
1175,1175,00974927,제 10 기,20180330,111403162895.0,111689913276.0,223093076171.0,62273831902.0,32650234158.0,94924066060.0,13703053000.0,,
1176,1176,00126937,제 67 기,20180402,196754000000.0,1381305000000.0,1578059000000.0,9283000000.0,197404000000.0,206687000000.0,44342000000.0,,1371372000000.0
1177,1177,00896285,제 7 기,20180725,578321000000.0,1077898000000.0,1656219000000.0,312972000000.0,285383000000.0,598355000000.0,53299000000.0,,1057864000000.0
1178,1178,00142883,제 34 기,20180402,61716834466.0,107278155109.0,168994989575.0,41588389174.0,19115000165.0,60703389339.0,9157027000.0,68150396045.0,108291600236.0
1179,1179,00876908,제 17 기,20191224,123017235084.0,59543867471.0,182561102555.0,43413631954.0,4845267092.0,48258899046.0,2706054500.0,,134302203509.0
1180,1180,00624509,제 16 기,20180622,62588610317.0,17168287451.0,79756897768.0,30066753709.0,776605611.0,30843359320.0,3391000000.0,27307542986.0,48913538448.0
1181,1181,01047840,제 4 기,20180330,14210953206.0,22332334704.0,36543287910.0,7721831511.0,434580365.0,8156411876.0,2416095400.0,6103658674.0,28386876034.0
1182,1182,00126779,제 49 기,20180402,73145967399.0,118039425430.0,191185392829.0,72084748722.0,14837956852.0,86922705574.0,5500000000.0,,104262687255.0
1183,1183,00121941,제 64 기,20180402,707205818484.0,1187263107937.0,1894468926421.0,504960564219.0,526644961015.0,1031605525234.0,,,862863401187.0
1184,1184,00706715,제 9 기,20180622,6524511169.0,115859630371.0,122384141540.0,5183547312.0,8566253075.0,13749800387.0,1315887000.0,179892005048.0,108634341153.0
1185,1185,00481454,제 15 기,20200429,1090016020502.0,2126695258534.0,3216711279036.0,1566615860196.0,508176088766.0,2074791948962.0,789965790000.0,144836331859.0,1141919330074.0
1186,1186,00143794,제 50 기,20180402,16352480775.0,74252474378.0,90604955153.0,13213168129.0,4916956361.0,18130124490.0,11000000000.0,,72474830663.0
1187,1187,00459871,제 15 기,20180402,17536048862.0,559372098328.0,576908147190.0,533831430.0,30012396267.0,30546227697.0,23188950000.0,,546361919493.0
1188,1188,00163318,제 48 기,20180330,11442329438.0,14629716673.0,26072046111.0,11602639488.0,2995586823.0,14598226311.0,5460000000.0,2037250151.0,11473819800.0
1189,1189,00133618,제 61 기,20180330,2034860337.0,41004003614.0,43038863951.0,13403978341.0,5955904882.0,19359883223.0,2037960000.0,-3062533895.0,23678980728.0
1190,1190,00157539,제 33 기,20180402,62988856723.0,92677688084.0,155666544807.0,51913611995.0,9296242252.0,61209854247.0,5750000000.0,82157550001.0,94456690560.0
1191,1191,00480367,제 22 기,20180330,48543707300.0,348268266979.0,396811974279.0,153766543500.0,73501091998.0,227267635498.0,8426850500.0,112955268418.0,169544338781.0
1192,1192,00256955,제 24 기,20180628,26908498154.0,65581055394.0,92489553548.0,60875480921.0,4725783802.0,65601264723.0,3771825000.0,,26888288825.0
1193,1193,00361008,제 19 기,20180329,315523664714.0,922488582102.0,1238012246816.0,521501479479.0,160545652835.0,682047132314.0,69500000000.0,4387911653.0,555965114502.0
1194,1194,00577380,제 17 기,20180402,35579919966.0,44914062592.0,80493982558.0,12023079761.0,1034166404.0,13057246165.0,4486091500.0,52314657155.0,67436736393.0
1195,1195,00113526,제 56 기,20190401,3219950682638.0,20203116181983.0,23423066864621.0,6594634106181.0,13156304304961.0,19750938411142.0,479777140000.0,690144356888.0,3672128453479.0
1196,1196,00111865,제 34 기,20180402,12763745119.0,12874249481.0,50374273111.0,31872340108.0,195848335.0,32068188443.0,10385260500.0,-56145537968.0,18306084668.0
1197,1197,00143527,제 41 기,20180402,110951332171.0,207080014596.0,318031346767.0,615156483.0,7627190132.0,8242346615.0,11825115000.0,490204341975.0,309789000152.0
1198,1198,00129615,제 29 기,20180612,71025365110.0,74564974588.0,145590339698.0,72707486975.0,17794196875.0,90501683850.0,13573793500.0,-17400345076.0,55088655848.0
1199,1199,00130383,제 38 기,20180402,149514557880.0,1353063109727.0,1502577667607.0,263971501172.0,755019994543.0,1018991495715.0,23584727000.0,261682283951.0,483586171892.0
1200,1200,00411905,제 18 기,20180330,,,14201398298.0,,,3757828173.0,,,10443570125.0
1201,1201,00133858,제 52 기,20180402,702300754141.0,430786275995.0,1133087030136.0,231599922674.0,9483410647.0,241083333321.0,7000000000.0,834979653459.0,892003696815.0
1202,1202,00454937,제 27 기,20180330,52033571330.0,52693574392.0,104727145722.0,40798205880.0,2436673135.0,43234879015.0,4006000000.0,44740500482.0,61492266707.0
1203,1203,00125521,제 50 기,20200625,455671557507.0,450997552364.0,906669109871.0,127936764833.0,24363262743.0,152300027576.0,16932545000.0,593590286830.0,754369082295.0
1204,1204,00535481,제 18 기,20180625,134021435691.0,147602913851.0,281624349542.0,149766850640.0,30280511151.0,180047361791.0,12050000000.0,34340292543.0,101576987751.0
1205,1205,00268118,제 42 기,20180330,66563641214.0,40091741597.0,106655382811.0,37555749742.0,4095722073.0,41651471815.0,7002042000.0,38985536428.0,65003910996.0
1206,1206,00529815,제 18 기,20180329,56157404262.0,60070070288.0,116227474550.0,4041384475.0,1028473968.0,5069858443.0,5873304500.0,,111157616107.0
1207,1207,01099861,제 3 기,20180402,15592395807.0,31282093784.0,46874489591.0,12990019203.0,3392844782.0,16382863985.0,2670000000.0,2935012026.0,30491625606.0
1208,1208,00163716,제 52 기,20180330,13581964465.0,31392918804.0,44974883269.0,8165785477.0,1838985978.0,10004771455.0,17229294500.0,,34970111814.0
1209,1209,00134176,제 40 기,20180402,29322154102.0,14714667835.0,44036821937.0,7214593028.0,129973991.0,7344567019.0,11847669500.0,12606717857.0,36692254918.0
1210,1210,00130587,제 35 기,20180330,29490892058.0,39009141405.0,68500033463.0,17849703992.0,10493056939.0,28342760931.0,32382143000.0,-5975727017.0,40157272532.0
1211,1211,00217947,제 27 기,20180330,323558848883.0,354997120398.0,678555969281.0,504190016282.0,14692434628.0,518882450910.0,,,159673518371.0
