,기업코드,회차,등록일,유동자산,비유동자산,자산총계,유동부채,비유동부채,부채총계,자본금,이익잉여금(결손금),자본총계
81,132992,제 37 기,20200428,794197578727 ,1106003100437 ,1900200679164 ,788707250701 ,178951326659 ,967658577360 ,30000000000 ,877505919786 ,932542101804 
82,633835,제 11 기,20180615,1390569000000 ,1921734000000 ,3312303000000 ,2532122000000 ,216771000000 ,2748893000000 ,530263000000 ,-710560000000 ,563410000000 
83,103547,제 33 기,20180402,14202880179 ,46435010777 ,60637890956 ,24746596781 ,12851989814 ,37598586595 ,5995648000 ,8280618627 ,23039304361 
84,125150,제 51 기,20181105,200031954013 ,401054094933 ,601086048946 ,318090598186 ,59750126081 ,377840724267 ,24272090000 ,182421892566 ,223245324679 
85,357740,제 23 기,20180402,140012403973 ,81897424766 ,221909828739 ,97049598473 ,18136453040 ,115186051513 ,9793751500 ,59799057029 ,106723777226 
86,145163,제 50 기,20180330,25850467168 ,37901474651 ,63751941819 ,2380848939 ,5377921475 ,7758770414 ,29204055000 ,-155998422747 ,55993171405 
87,203023,제 33 기,20181114,53575224110 ,83010927754 ,136586151864 ,57631405754 ,6992610542 ,64624016296 ,33191693500 ,-13442800989 ,71962135568 
88,156150,제 32 기,20180402,34527966462 ,23780338254 ,58308304716 ,21112644522 ,4271836988 ,25384481510 ,13826837500 ,-145413343 ,32923823206 
89,114154,제 41 기,20181026,165644239206 ,166179799703 ,331824038909 ,241070773133 ,30679466044 ,271750239177 ,16282490000 ,8709234536 ,60073799732 
90,492353,제 18 기,20180330,31711460708 ,11136214958 ,42847675666 ,4942568763 ,5573628334 ,10516197097 ,3428165000 ,5538771729 ,32331478569 
91,205003,제 25 기,20180402,77477420561 ,24184445386 ,101661865947 ,28508139975 ,1547890568 ,30056030543 ,13206268000 ,44882427831 ,71605835404 
92,164788,제 41 기,20180328,11460665000000 ,13901708000000 ,25362373000000 ,3713319000000 ,416159000000 ,4129478000000 ,491096000000 ,,21232895000000 
93,157636,제 54 기,20180330,223518980334 ,144131488672 ,367650469006 ,174848524855 ,18966945310 ,193815470165 ,7443321000 ,130119035926 ,173834998841 
94,145914,제 34 기,20171229,54797734373 ,71032372888 ,125830107261 ,33003279846 ,9591130271 ,42594410117 ,10522733500 ,40940410659 ,83235697144 
95,159564,제 31 기,20180330,33987246970 ,50940487191 ,84927734161 ,27562409024 ,1020111430 ,28582520454 ,5654629500 ,47498780219 ,56345213707 
96,138279,제 43 기,20180402,6769402000000 ,8308161000000 ,15077563000000 ,4543391000000 ,3695073000000 ,8238464000000 ,291512000000 ,,6839099000000 
97,118521,제 42 기,20180629,29656054071 ,19732236003 ,49388290074 ,8400711558 ,312276555 ,8712988113 ,21174063000 ,-39494378436 ,40675301961 
98,159023,제 34 기,20180402,3768098000000 ,21789424000000 ,25557522000000 ,4767401000000 ,5782730000000 ,10550131000000 ,44639000000 ,,15007391000000 
