,기업코드,회차,등록일,수익(매출액),영업이익(손실),당기순이익(손실)
2683,1038693,제 5 기,20190401,,2789839984 ,2738191466 
2684,111193,제 31 기,20190401,102905607800 ,7490931160 ,11087063821 
2685,626011,제 14 기,20190401,30905306653 ,2636060346 ,1128821700 
2686,238153,제 33 기,20190329,149411990189 ,5310786589 ,4749897620 
2687,1078178,제 4 기,20190328,97867983606 ,21321663463 ,24075785597 
2688,409140,제 25 기,20190401,42791556559 ,1299131039 ,-2823471770 
2689,264635,제 20 기,20190401,165493986146 ,9253142222 ,8018227290 
2690,128227,제 45 기,20190401,135612627002 ,-4291895045 ,-174158032 
2691,1276327,제 3 기,20190401,,5017834188 ,4665593545 
2692,150536,제 41 기,20190401,46862706200 ,1465495013 ,933152155 
2693,1093007,제 4 기,20190401,,6041345030 ,5640491375 
2694,298447,제 25 기,20190401,,12394715152 ,9542574372 
2695,407814,제 19 기,20190813,13889307085 ,1773831840 ,6907591479 
2696,1095704,제 4 기,20190401,17302126018 ,1571673992 ,-12330050360 
2697,298340,제 22 기,20190401,276027718184 ,22069902505 ,20582381316 
2698,180795,제 46 기,20190329,,,
2699,148993,제 104 기,20190401,,30733509387 ,7562157958 
2700,1063990,제 4 기,20190329,,2715663068 ,2555384619 
2701,807555,제 15 기,20190401,68491327364 ,5582178228 ,4762758310 
2702,375931,제 22 기,20190401,,20087269341 ,14037071006 
2703,545114,제 17 기,20190401,27538726681 ,-2082163566 ,-3972844225 
2704,1101041,제 4 기,20190401,74307198896 ,5004880824 ,1210623863 
2705,172680,제 52 기,20190401,,,8375886518 
2706,199076,제 33 기,20190401,,235595909 ,-424350200 
2707,363486,제 22 기,20190329,,-1016489960 ,-1337809839 
2708,276083,제 29 기,20190401,,,-5852960158 
2709,1235296,제 13 기,20190402,0 ,-2374712017 ,-11286320640 
2710,366845,제 26 기,20190329,194208041881 ,16936617780 ,14378957844 
2711,471068,제 20 기,20190401,47754014100 ,1162900302 ,6476919548 
2712,463342,제 20 기,20190329,40330037153 ,1460881100 ,6583946865 
2713,148595,제 48 기,20190401,156348755653 ,7967635492 ,4965244138 
2714,919966,제 13 기,20190401,,-32548541623 ,-27894740245 
2715,410997,제 25 기,20190401,,-2161214871 ,373153933 
2716,226866,제 44 기,20190401,,7865052056 ,1390374102 
2717,149345,제 60 기,20190401,168071248617 ,11369420376 ,8035646463 
2718,105961,제 43 기,20190401,,,
2719,210980,제 36 기,20190401,22345963016 ,-2570260136 ,-51207019754 
2720,397191,제 21 기,20190404,13021455488 ,-425032133 ,-1050852397 
2721,543107,제 21 기,20190329,,1254734573 ,212936876 
2722,340272,제 20 기,20190401,,,2029529491 
2723,871833,제 11 기,20190329,97299230349 ,-15145522593 ,-9969398753 
2724,965813,제 9 기,20190329,,522882779 ,-1047883038 
2725,310156,제 34 기,20200115,9925473905 ,-11797912020 ,-12715229367 
2726,1077577,제 4 기,20190701,,,11248222383 
2727,317210,제 46 기,20190401,65451987501 ,2421318878 ,1323044132 
2728,1042085,제 5 기,20190329,22614987206 ,3886832766 ,5819445468 
2729,977650,제 17 기,20190401,,-11550384425 ,-17533933424 
2730,574611,제 25 기,20190329,,2012292652 ,1567309397 
2731,144164,제 34 기,20190401,,72174497229 ,87766232542 
2732,105475,제 42 기,20190401,193985799420 ,2919986876 ,4513450103 
2733,364254,제 20 기,20190329,,5409629097 ,-7007461554 
2734,613318,제 21 기,20190402,171135361287 ,8889258857 ,15229704635 
2735,173102,제 42 기,20190401,,,
2736,152729,제 35 기,20190329,172091904518 ,4993118680 ,10302396139 
2737,1013311,제 10 기,20190329,,,
2738,104999,제 46 기,20190401,,8626946471 ,134547013 
2739,117337,제 64 기,20190814,,,17351741696 
2740,485177,제 29 기,20190401,99569410683 ,16560824364 ,15837893813 
2741,107677,제 63 기,20200327,,-72028538 ,-6728214626 
2742,1042650,제 11 기,20190401,,-16687561299 ,-16415136844 
2743,788737,제 19 기,20190329,,,333233874 
2744,334624,제 20 기,20190401,,,-1373811065 
2745,1027794,제 13 기,20190401,,,
2746,1124653,제 4 기,20190401,52145127736 ,12039103671 ,11234651495 
2747,166528,제 41 기,20190401,42459109178 ,3071249201 ,3437041634 
2748,162911,제 51 기,20190328,98462181004 ,1244207085 ,77666841 
2749,172185,제 55 기,20190401,,,-3506408057 
2750,521390,제 20 기,20190401,,,13625603465 
2751,599285,제 19 기,20190401,138151491390 ,25594480951 ,
2752,155212,제 30 기,20190329,,39957120189 ,-33230148041 
2753,161383,제 39 기,20190329,,,49982527613 
2754,165343,제 59 기,20190401,215382109960 ,6228095822 ,-465985652 
2755,144021,제 46 기,20190401,42670878853 ,-441680387 ,-3579556483 
2756,1014055,제 6 기,20190329,41549628460 ,-4560466479 ,-7296393643 
2757,551920,제 19 기,20190329,,19588202713 ,15804253173 
2758,180263,제 32 기,20190329,78695636724 ,-7333151653 ,-10602374450 
2759,144012,제 46 기,20190329,68294682419 ,546190588 ,-1316665255 
2760,141671,제 44 기,20190401,,,6026222560 
2761,220622,제 31 기,20190329,30280040723 ,5907530434 ,4796417345 
2762,231105,제 34 기,20190724,,-4026693559 ,
2763,309831,제 24 기,20190329,115379923887 ,-290617580 ,-9950368911 
2764,175623,제 41 기,20190401,31308873276 ,691469132 ,-3836071439 
2765,137359,제 33 기,20190329,177007947332 ,5190281949 ,420759975 
2766,141404,제 49 기,20190401,,18082364067 ,14328384376 
2767,1262458,제 2 기,20190329,161313789918 ,12410867064 ,16180288743 
2768,663669,제 20 기,20190402,44343301327 ,892433265 ,-1887627838 
2769,149266,제 30 기,20190329,,2175230597 ,1405417038 
2770,135777,제 37 기,20190401,,63235295260 ,59357749974 
2771,164618,제 36 기,20190329,,,-549836218 
2772,911955,제 13 기,20190401,,2736021308 ,8802618850 
2773,444329,제 19 기,20190329,,3128725391 ,-31992001107 
2774,571298,제 27 기,20190401,77446060058 ,4780192359 ,-1585102896 
2775,220969,제 45 기,20190329,,,
2776,184667,제 35 기,20190401,780987279013 ,57859477279 ,23389685218 
2777,351418,제 19 기,20190329,,49773377272 ,43333656389 
2778,966168,제 16 기,20190401,,4333618653 ,4784481616 
2779,144818,제 79 기,20190401,74047730580 ,4685226953 ,3468210710 
2780,364306,제 32 기,20190329,,-4515758813 ,1837687168 
2781,693651,제 18 기,20190329,,2642567384 ,
2782,526696,제 20 기,20190401,,-8935226368 ,-8788297632 
2783,249894,제 29 기,20190515,62724134959 ,-5056348365 ,-11435055270 
2784,187725,제 39 기,20190329,163612643435 ,17196337581 ,13875197500 
2785,861076,제 9 기,20190329,,,
2786,351579,제 22 기,20190401,44351154915 ,1858245791 ,-72363014 
2787,124276,제 46 기,20190328,81943314663 ,1995492846 ,2987172829 
2788,372253,제 25 기,20190329,,,
2789,971726,제 19 기,20190401,,-696411663 ,-604456121 
2790,406329,제 23 기,20190401,,-21385470274 ,-25489821387 
2791,267854,제 40 기,20190401,,1532457819 ,1424342122 
2792,612489,제 21 기,20190329,69164997307 ,8990916156 ,9784710139 
2793,1046708,제 5 기,20190329,,10405095323 ,-1736095889 
2794,350482,제 22 기,20190329,,6602812648 ,4503560788 
2795,959229,제 9 기,20190401,14829957130 ,4324201606 ,3238093983 
2796,624998,제 18 기,20190401,50523822639 ,-9167101135 ,-14882706395 
2797,988364,제 6 기,20190329,17856881963 ,-4525643269 ,-6831030932 
2798,158325,제 35 기,20190329,,47439006801 ,37057257079 
2799,137289,제 35 기,20190401,324070076472 ,4751991267 ,4579140370 
2800,152862,제 64 기,20190401,58173001873 ,28080982260 ,-25991175721 
2801,1203376,제 2 기,20190401,,,
2802,229021,제 27 기,20190401,,-824119449 ,-69384009 
2803,530556,제 19 기,20190619,,165226849 ,-4665542194 
2804,498001,제 20 기,20190401,29406029858 ,8568643954 ,11480983127 
2805,146560,제 33 기,20190401,120409829562 ,8254308642 ,7533274855 
2806,1113718,제 9 기,20190329,,-8220672868 ,-7730515307 
2807,112022,제 45 기,20190401,110524819729 ,533427617 ,2311391499 
2808,585608,제 17 기,20190329,,21664885638 ,17341484944 
2809,128111,제 45 기,20190329,,18991650434 ,14101413158 
2810,1208885,제 2 기,20190401,,,
2811,405719,제 19 기,20190329,67530471701 ,602604137 ,-244654706 
2812,172945,제 52 기,20190329,44340817974 ,-4412515479 ,
2813,116408,제 61 기,20190401,27086795610 ,1281488407 ,984993244 
2814,230814,제 26 기,20190401,37763568554 ,1867371204 ,-6992291669 
2815,1135941,제 3 기,20190401,,105357467856 ,86409359707 
2816,916516,제 11 기,20190401,44126102677 ,3682493336 ,3108836720 
2817,1046391,제 9 기,20190401,1225482929 ,-2609863887 ,-2599166886 
2818,864338,제 18 기,20190329,27209910697 ,1597315405 ,-25099242 
2819,292434,제 20 기,20190327,,5231537323 ,8774377239 
2820,238001,제 28 기,20190401,,,
2821,656289,제 17 기,20190329,145785258385 ,25661191425 ,21378179674 
2822,670085,제 12 기,20190401,,14135573622 ,7486345300 
2823,1061558,제 5 기,20190401,,,
2824,526678,제 25 기,20190329,17058634195 ,-2825982245 ,-2363712279 
2825,429694,제 22 기,20190613,101453854619 ,935079436 ,1198581069 
2826,317104,제 37 기,20190613,137943446876 ,2807934015 ,1880001112 
2827,1267684,제 2 기,20190401,358138686421 ,55275727391 ,35710288926 
2828,961774,제 9 기,20190401,47589390675 ,8093017225 ,6859858831 
2829,616962,제 13 기,20190401,,,
2830,579139,제 22 기,20190401,,705203856 ,479175873 
2831,363927,제 25 기,20190401,85990356996 ,-2218942481 ,-4365086543 
2832,127909,제 43 기,20190401,97598805224 ,3312195223 ,2573956017 
2833,580065,제 19 기,20190625,,15027479852 ,11297739331 
2834,915508,제 17 기,20190329,,1543407302 ,964678801 
2835,825223,제 9 기,20190329,,1530266289 ,1062235624 
2836,113128,제 55 기,20190401,158720344007 ,36218199509 ,28518103799 
2837,108746,제 38 기,20190401,90218429966 ,-15447300496 ,-16268117497 
2838,632304,제 12 기,20190730,,54601718715 ,12347622766 
2839,191472,제 45 기,20190401,,,
2840,108001,제 60 기,20190329,47418461470 ,1203420462 ,2200802369 
2841,992871,제 6 기,20190401,,,
2842,681249,제 18 기,20190401,,600639826 ,435559687 
2843,447007,제 28 기,20190401,95337599067 ,7366723181 ,1217704824 
2844,159218,제 35 기,20190401,,,160791494681 
2845,544577,제 17 기,20190401,,,
2846,138190,제 68 기,20190401,,,13524382491 
2847,301422,제 24 기,20190401,199964643015 ,2412602294 ,2500300119 
2848,1089378,제 4 기,20190408,54157675250 ,5344447755 ,3999898912 
2849,297095,제 20 기,20190329,92017045615 ,4207769949 ,3633529444 
2850,107224,제 46 기,20190401,347834920566 ,9581678774 ,25376157035 
2851,1167056,제 3 기,20190401,269105521762 ,21172940683 ,17991539477 
2852,766106,제 13 기,20190401,,1812979300 ,-1200754356 
2853,384762,제 32 기,20190329,48217681514 ,2101454230 ,4513026444 
2854,122472,제 65 기,20200330,175487656897 ,27483839406 ,22324784416 
2855,313649,제 19 기,20190401,26488353940 ,2373442395 ,2588035497 
2856,158149,제 58 기,20190401,,,
2857,408266,제 19 기,20190329,35925283615 ,3305011346 ,3631624656 
2858,1168684,제 3 기,20190401,365165571936 ,32747490469 ,29573667096 
2859,146427,제 41 기,20190329,28762212883 ,-4206325432 ,-11625465378 
2860,404288,제 22 기,20190401,26576020854 ,4985161528 ,4499818595 
2861,1326260,제 1 기,20190329,,-22317652 ,-9883547 
2862,631837,제 19 기,20190814,,-2443211837 ,-961759727 
2863,160418,제 45 기,20190401,540075841809 ,320001639 ,548506824 
2864,866062,제 12 기,20190401,,1276333245 ,372795316 
2865,111838,제 47 기,20190404,,,
2866,335076,제 27 기,20190401,45006288575 ,1618497001 ,1490223699 
2867,1182550,제 6 기,20190329,5804208908 ,-7293611223 ,-6930344242 
2868,117966,제 41 기,20191219,607890975914 ,160073925493 ,121942407583 
2869,121288,제 51 기,20190401,100850699067 ,3484864479 ,-709539737 
2870,415868,제 22 기,20190401,,-7905677925 ,-3725911350 
2871,365934,제 25 기,20190401,65510151418 ,10894454446 ,9159322777 
2872,587466,제 13 기,20190401,,11489880042 ,
2873,760999,제 31 기,20190329,,,2051175220 
2874,130091,제 48 기,20190401,9584716309 ,8082831425 ,12854656268 
2875,228712,제 26 기,20190401,250159235408 ,16969080946 ,18123380045 
2876,131197,제 31 기,20190329,203910372125 ,7490904112 ,1603098861 
2877,1326279,제 1 기,20190329,0 ,-157781140 ,-131024522 
2878,807397,제 13 기,20190329,17016869535 ,-8602180267 ,-9967649712 
2879,545929,제 20 기,20190822,,-38083104142 ,-34066759817 
2880,359261,제 21 기,20190401,23490677167 ,1504829179 ,1678718945 
2881,1042711,제 5 기,20190329,,682643298 ,6959684760 
2882,154329,제 47 기,20190401,717495765350 ,11342624786 ,13606716398 
2883,159412,제 63 기,20190401,,-19808068591 ,-33909355431 
2884,689418,제 13 기,20200319,,,-65368972905 
2885,303703,제 20 기,20190329,,2280067375 ,
2886,409964,제 21 기,20190401,66388326919 ,2082886269 ,2608424855 
2887,156354,제 40 기,20190401,429749975849 ,4070947428 ,2013035080 
2888,177199,제 32 기,20190328,115168430132 ,7565520473 ,6190140463 
2889,129235,제 53 기,20190626,,,
2890,415327,제 25 기,20190411,33152986676 ,3504613760 ,3454194482 
2891,767460,제 11 기,20190401,,,
2892,623661,제 13 기,20190401,224289005845 ,45528266449 ,46956821542 
2893,250614,제 22 기,20190329,62025741507 ,1409146011 ,2480379506 
2894,659161,제 14 기,20190328,123623214432 ,14680774337 ,12334335745 
2895,265421,제 27 기,20190702,96956469750 ,8198887859 ,3816600801 
2896,1047415,제 5 기,20190401,,,
2897,162063,제 52 기,20190329,,,
2898,161116,제 39 기,20190329,1165275544750 ,47089723587 ,-14362064805 
2899,540863,제 18 기,20190329,115619452212 ,7914173651 ,7747617532 
2900,785475,제 15 기,20190617,,,
2901,384948,제 43 기,20190401,28744629651 ,7042120865 ,6057794675 
2902,199988,제 45 기,20190329,132936300589 ,5388656274 ,4619658531 
2903,1098792,제 4 기,20190402,24842429659 ,3748576388 ,620815654 
2904,127936,제 61 기,20190401,,3042024465 ,3094333203 
2905,223513,제 28 기,20190329,,9598044015 ,7263455942 
2906,111458,제 40 기,20190401,300056835941 ,9507993840 ,10623082218 
2907,983916,제 19 기,20190401,7406679877 ,-765144988 ,-1751955702 
2908,938721,제 11 기,20190401,55515163442 ,-28019633244 ,-27631345169 
2909,148920,제 52 기,20190329,,301004879 ,-217773553 
2910,307189,제 24 기,20190401,139716287291 ,27225519088 ,24382825518 
2911,280688,제 20 기,20190401,,,
2912,1256864,제 3 기,20190401,,,
2913,374020,제 20 기,20190401,,15937752853 ,14642103253 
2914,1089350,제 4 기,20190401,,3847765960 ,5490553975 
2915,413417,제 18 기,20190510,,4411332486 ,4185972645 
2916,145552,제 51 기,20190401,,,28334323295 
2917,549925,제 22 기,20190401,86000503261 ,3062728877 ,855688018 
2918,146454,제 48 기,20190813,,,-9456536397 
2919,556712,제 20 기,20190329,,-1708653084 ,-1021721151 
2920,564562,제 15 기,20190329,627641511061 ,51760805172 ,41005678560 
2921,242934,제 30 기,20190401,73254495670 ,2102594182 ,3706935312 
2922,989664,제 16 기,20190401,,,-3984942171 
2923,397058,제 19 기,20190329,,4315389901 ,3260754007 
2924,888347,제 18 기,20190401,,,
2925,664853,제 13 기,20190401,,11297544540 ,9509229370 
2926,377610,제 18 기,20190401,,34031400083 ,32441901916 
2927,688358,제 18 기,20190401,,,
2928,599595,제 22 기,20190329,141443987858 ,5735988048 ,4807470462 
2929,239639,제 28 기,20190329,,-9575783608 ,-13268963264 
2930,874803,제 8 기,20190329,42843708317 ,881104551 ,-664742250 
2931,306870,제 22 기,20190329,,655117632 ,1074256130 
2932,153278,제 32 기,20190401,,-3252307117 ,-4201349764 
2933,298377,제 20 기,20190814,232668162839 ,38956827414 ,29091755290 
2934,1029394,제 16 기,20190329,29011477936 ,15131833337 ,14343994839 
2935,1074862,제 4 기,20190401,,46566050423 ,40052297972 
2936,524421,제 17 기,20190401,,,
2937,385415,제 25 기,20190401,15115149250 ,3475801936 ,3133629986 
2938,1325979,제 1 기,20190401,,11201394631 ,7030155697 
2939,155355,제 35 기,20190401,77181223216 ,23253225218 ,15829159700 
2940,536523,제 20 기,20190401,,2094289310 ,-2484707053 
2941,136776,제 47 기,20191031,,,-762013367 
2942,152880,제 59 기,20190401,,88939895715 ,12519828380 
2943,115287,제 54 기,20190401,,,3565305133 
2944,160010,제 30 기,20190329,25879759061 ,2190676534 ,1963841194 
2945,154055,제 56 기,20190401,,45832455 ,356093463 
2946,111689,제 46 기,20190401,,2121537004 ,1154779711 
2947,122056,제 54 기,20190328,316299559899 ,12595702294 ,10722193363 
2948,466428,제 22 기,20190329,,4180260275 ,7996311584 
2949,1234297,제 2 기,20190401,,,
2950,191588,제 27 기,20190401,,,
2951,533924,제 15 기,20190625,,,1963961734 
2952,438036,제 22 기,20190329,,,
2953,139719,제 33 기,20190327,,,
2954,490179,제 19 기,20190401,,,971943999 
2955,868705,제 8 기,20190329,,,10805349446 
2956,145668,제 63 기,20190329,186487736442 ,50461464 ,474263332 
2957,206659,제 37 기,20190329,98192889643 ,-5887610330 ,5049031049 
2958,231831,제 23 기,20190401,,,672212919 
2959,172291,제 42 기,20190401,,,
2960,115612,제 50 기,20190401,842159930738 ,31120487608 ,73836926451 
2961,114686,제 36 기,20190401,,,
2962,415646,제 21 기,20190401,,,12121966005 
2963,632793,제 15 기,20190401,,-3023878184 ,-3398753591 
2964,273439,제 24 기,20190401,,,
2965,303794,제 20 기,20190401,,,
2966,166272,제 41 기,20190401,,,
2967,1109937,제 6 기,20190410,974315125 ,-4933880233 ,-4693360482 
2968,139083,제 41 기,20190628,216584478137 ,-17426529743 ,-11199495605 
2969,261054,제 32 기,20190401,76538965264 ,-5549242608 ,-16437846792 
2970,150633,제 40 기,20190814,,,
2971,651901,제 12 기,20190402,653567218543 ,20554179315 ,20294183971 
2972,486370,제 23 기,20190405,,,-2983235716 
2973,1082348,제 7 기,20190329,,135795816 ,-6636572260 
2974,163345,제 42 기,20190329,,,6331326480 
2975,253985,제 31 기,20190401,231093439186 ,16747379092 ,14098992344 
2976,653024,제 11 기,20190401,,,
2977,239514,제 32 기,20190401,,1469872996 ,1046829782 
2978,164502,제 41 기,20190401,129000735489 ,133503750 ,6286540409 
2979,141626,제 61 기,20180629,25657391833 ,-5400716250 ,-10168066688 
2980,1025644,제 9 기,20190628,,,-13500908895 
2981,1169267,제 3 기,20190401,27712196565 ,682137749 ,1105275290 
2982,397289,제 28 기,20190329,,,15426683524 
2983,807379,제 10 기,20190329,156531203525 ,10902258007 ,10844082478 
2984,390514,제 21 기,20190329,,434290385 ,317100449 
2985,936787,제 7 기,20190814,,52286561061 ,40183310435 
2986,1061327,제 4 기,20190411,,17468589308 ,14866192372 
2987,445054,제 18 기,20190401,,10830252912 ,6329667916 
2988,525882,제 17 기,20190401,,,
2989,101752,제 50 기,20190401,63102846286 ,231575097 ,544254306 
2990,561866,제 14 기,20190401,141324138794 ,-5709497756 ,-5415548407 
2991,813389,제 15 기,20190329,,2344172116 ,
2992,861997,제 17 기,20190408,112848857401 ,772459399 ,1915432454 
2993,681373,제 19 기,20190329,18022795374 ,1532807231 ,1132202006 
2994,147994,제 49 기,20190401,64536775916 ,1242245431 ,2051059053 
2995,109754,제 51 기,20190401,,10646298690 ,4704079829 
2996,231442,제 24 기,20190328,37853975295 ,6431879743 ,5134187102 
2997,369213,제 28 기,20190401,,1634796375 ,
2998,671978,제 20 기,20190401,,9289657519 ,6019400014 
2999,767628,제 15 기,20190401,,-3402361735 ,-4146155504 
3000,557508,제 14 기,20190705,480339213881 ,104906124366 ,77616246399 
3001,583442,제 13 기,20190401,,17757071325 ,14431266553 
3002,291860,제 25 기,20190401,24602134522 ,5681250927 ,4835243850 
3003,364740,제 19 기,20190401,,10153711158 ,13576765592 
3004,165103,제 52 기,20190326,,,
3005,362159,제 27 기,20190401,,5765702799 ,3135497137 
3006,177816,제 38 기,20190401,80559314261 ,3494513511 ,706516248 
3007,573269,제 19 기,20190430,115657190153 ,1648990997 ,2668469279 
3008,945457,제 19 기,20190401,,-8265921325 ,-5907911405 
3009,535676,제 17 기,20190401,183949929024 ,28497185207 ,22018684712 
3010,531014,제 19 기,20190329,,,41293604078 
3011,1259056,제 6 기,20190401,,29585526436 ,-105112347835 
3012,103042,제 46 기,20190401,308710251517 ,12226910707 ,9077424290 
3013,147152,제 43 기,20190329,,,3887060410 
3014,103644,제 53 기,20190401,,891230679 ,436282625 
3015,154718,제 34 기,20190327,113080633499 ,19530471178 ,15280745939 
3016,264945,제 31 기,20190329,240175109229 ,35719498368 ,30741376759 
3017,487546,제 24 기,20190401,182624706939 ,3186259878 ,-7012600319 
3018,255275,제 22 기,20190705,250910635449 ,7391215169 ,6084971385 
3019,456218,제 30 기,20190329,,,
3020,411446,제 19 기,20190328,,,
3021,596260,제 19 기,20190401,33622689276 ,-4559128599 ,-31438999883 
3022,763358,제 19 기,20190329,21925846575 ,-463217892 ,871488272 
3023,273420,제 26 기,20190401,,575655155 ,-657458971 
3024,129420,제 40 기,20190401,116296827608 ,4050403632 ,1738795778 
3025,243757,제 24 기,20190401,76182077759 ,2141087737 ,2625423747 
3026,170877,제 35 기,20190401,85779329883 ,16512114298 ,14059262599 
3027,132637,제 39 기,20190329,523309035403 ,39308239095 ,38834583923 
3028,462121,제 19 기,20190329,,3391305335 ,-5316304113 
3029,408956,제 20 기,20190516,,-2390840941 ,-5166013480 
3030,231707,제 34 기,20190329,,-2082239142 ,-146512796 
3031,1101722,제 4 기,20190401,38337461801 ,1586674970 ,-2789489675 
3032,857727,제 8 기,20200330,828006891156 ,-919711312 ,-7678454141 
3033,185222,제 39 기,20190329,94801717854 ,7743498676 ,6855633614 
3034,132354,제 42 기,20190401,11724097979 ,5049413476 ,30188078736 
3035,152783,제 36 기,20190329,56263805436 ,11503796297 ,11512355296 
3036,580056,제 23 기,20190329,150557918211 ,2836463566 ,1203286486 
3037,252269,제 26 기,20190401,41805859904 ,-3435077370 ,-5098952596 
3038,154426,제 57 기,20190401,,,-10195179320 
3039,1051092,제 11 기,20190401,128540946 ,-6003150317 ,-5771236510 
3040,532855,제 34 기,20190401,54662340415 ,7777319171 ,5839263462 
3041,112651,제 42 기,20190625,,12767003819 ,13810489330 
3042,358271,제 21 기,20190401,,,
3043,384887,제 18 기,20190401,,251004184 ,85705550 
3044,602172,제 20 기,20190401,,,3543124669 
3045,124027,제 43 기,20190329,,2516377202 ,2239093756 
3046,615723,제 16 기,20190404,9236824015 ,-4004987502 ,-4378100420 
3047,109587,제 52 기,20190401,196346726190 ,5624436196 ,3629708906 
3048,557933,제 13 기,20190401,,7342620335 ,5625349052 
3049,106119,제 64 기,20190619,,6516687354 ,16116051568 
3050,329093,제 24 기,20190329,,,4402152845 
3051,1080687,제 19 기,20190401,,8077357785 ,9125740534 
3052,876865,제 9 기,20190329,,,
3053,1065679,제 4 기,20190401,,-3001643763 ,-4803942336 
3054,1108442,제 4 기,20190402,104029651229 ,2707457897 ,-796014542 
3055,365989,제 20 기,20190329,,,
3056,593032,제 13 기,20190401,,,
3057,808068,제 15 기,20200414,,-5650275141 ,-33869004107 
3058,872984,제 8 기,20190401,,,
3059,114792,제 65 기,20190401,,,-444922966330 
3060,151395,제 71 기,20190329,,,
3061,458562,제 18 기,20190328,,,
3062,239596,제 24 기,20190329,69930264516 ,2653503074 ,155622736 
3063,112721,제 39 기,20190401,228369356960 ,2881566405 ,-1036550850 
3064,479705,제 21 기,20200403,,3525668930 ,-19563545344 
3065,359474,제 25 기,20190401,4712513407 ,-2048083701 ,-2786879162 
3066,643656,제 22 기,20190329,11111658179 ,-4960131694 ,-37510974853 
3067,174208,제 37 기,20190401,295680054381 ,22007881076 ,18889220090 
3068,163673,제 57 기,20190401,,,-74505000000 
3069,266961,제 20 기,20190401,,1263548953129 ,900422759591 
3070,454946,제 16 기,20190401,,,
3071,1310269,제 1 기,20190814,,,227725549819 
3072,120571,제 52 기,20190401,,,-54568100743 
3073,126788,제 46 기,20190401,,9360979029 ,
3074,173795,제 54 기,20190401,121270214551 ,1104263517 ,2654485598 
3075,139764,제 43 기,20190401,,,
3076,579971,제 16 기,20190329,,2053836438 ,2674542751 
3077,423177,제 20 기,20190329,126084822439 ,8308072359 ,9218032480 
3078,1182444,제 5 기,20190329,4512315508 ,-4102497884 ,-6721613877 
3079,222532,제 24 기,20190329,,,39812707508 
3080,236863,제 29 기,20190401,,6850419476 ,3901757707 
3081,659684,제 19 기,20190329,,4594043341 ,7669536573 
3082,131018,제 33 기,20190401,44141628123 ,-3742402042 ,-4354471283 
3083,125530,제 51 기,20190401,,,28385489677 
3084,135467,제 40 기,20190401,,,
3085,138701,제 54 기,20190329,18687927017 ,10638812121 ,8941191666 
3086,115931,제 31 기,20190628,71369827825 ,1165885701 ,2557997665 
3087,327819,제 29 기,20190329,117997698578 ,8521503174 ,5452247410 
3088,138260,제 46 기,20190401,268863853577 ,7215888308 ,62381304010 
3089,695969,제 13 기,20190401,,-6280844943 ,-7870656210 
3090,142661,제 49 기,20190401,,,-4832375269 
3091,256043,제 39 기,20190401,,9436447823 ,8675047967 
3092,879020,제 23 기,20190401,,5879243989 ,6342998296 
3093,568188,제 19 기,20190401,24600589690 ,-2371423100 ,-4398530702 
3094,164779,제 71 기,20190404,,,
3095,263371,제 20 기,20190401,,15340397293 ,12932668229 
3096,160232,제 35 기,20190329,202418731416 ,46902618484 ,20703199309 
3097,997812,제 6 기,20190328,92016325985 ,20957539212 ,29175930573 
3098,186717,제 30 기,20190401,,,
3099,181299,제 33 기,20190401,,,
3100,122737,제 53 기,20190328,,203019000000 ,144248000000 
3101,1238169,제 2 기,20190612,711901797746 ,92211127322 ,70764569010 
3102,104573,제 41 기,20190401,48707045131 ,366361934 ,-2257233185 
3103,488989,제 15 기,20190401,,1002369488 ,2371169271 
3104,556907,제 13 기,20190401,272282903221 ,5656344906 ,2468555847 
3105,297934,제 21 기,20190401,240055037962 ,4779802847 ,3333269580 
3106,1095722,제 4 기,20190401,,,5976229634 
3107,109161,제 49 기,20190401,,,3928957162 
3108,357430,제 24 기,20190329,60466044745 ,22816115717 ,20530424708 
3109,162993,제 57 기,20190716,,,391291304416 
3110,1063884,제 4 기,20190329,20783644449 ,831363772 ,-1555238453 
3111,164672,제 49 기,20190723,,20460005609 ,-29354118506 
3112,1319808,제 1 기,20190401,,,53726822673 
3113,491938,제 18 기,20190401,53965475811 ,35979613 ,90022132 
3114,118008,제 33 기,20180629,236552132266 ,-20106354281 ,-9424351004 
3115,370255,제 21 기,20190401,92958710399 ,-22501905130 ,-29060860694 
3116,1262032,제 2 기,20190401,691242008216 ,40786401024 ,31421027718 
3117,390055,제 18 기,20190703,,,
3118,974927,제 11 기,20190401,,-8928790527 ,-10409332551 
3119,126937,제 68 기,20190401,,,
3120,896285,제 8 기,20190401,,,
3121,142883,제 35 기,20190329,150604759779 ,2937660324 ,2790336996 
3122,876908,제 18 기,20200626,,2549630771 ,4795726015 
3123,624509,제 17 기,20190401,93160425174 ,16337228297 ,13929056176 
3124,1047840,제 5 기,20190327,,2839521528 ,2514768346 
3125,126779,제 50 기,20190401,,5499669146 ,
3126,121941,제 65 기,20190401,,,
3127,706715,제 10 기,20190401,,,9145179826 
3128,481454,제 16 기,20200504,,-32875264490 ,-606371441967 
3129,143794,제 51 기,20190401,,-1451831143 ,-871799281 
3130,459871,제 16 기,20190401,,,
3131,163318,제 49 기,20190329,39439933390 ,147177997 ,1966058190 
3132,133618,제 62 기,20190329,5182509391 ,-386636320 ,-345959561 
3133,157539,제 34 기,20190401,,,12239789885 
