,기업코드,회차,등록일,수익(매출액),영업이익(손실),당기순이익(손실)
893,116408,제 60 기,20180402,52599291512 ,9479384128 ,10692756464 
894,230814,제 25 기,20180328,40019060173 ,2285973565 ,2597855402 
895,1135941,제 2 기,20180402,,122190621669 ,95302644102 
896,916516,제 10 기,20180607,43667407094 ,2706672876 ,2233590831 
897,864338,제 17 기,20180604,29486071449 ,1684705634 ,-776436745 
898,292434,제 19 기,20181129,,-3805654428 ,-8641038553 
899,238001,제 27 기,20180402,121104740693 ,13475657557 ,10131008217 
900,656289,제 16 기,20180330,121332945257 ,21091218783 ,14806059403 
901,670085,제 11 기,20180814,,,-35118684589 
902,1061558,제 4 기,20180402,,,
903,526678,제 24 기,20180330,19302291412 ,-667104582 ,-3685002424 
904,429694,제 21 기,20180327,104275909297 ,3121438248 ,1506641406 
905,317104,제 36 기,20180330,131372664480 ,8039825358 ,3788087930 
906,1267684,제 1 기,20180330,31044636388 ,6045702208 ,3649278940 
907,961774,제 8 기,20180814,50394550905 ,14234303014 ,10264497387 
908,616962,제 12 기,20180330,,2948047705 ,2318969757 
909,579139,제 21 기,20180402,,2032690945 ,1262760130 
910,363927,제 24 기,20180402,,,503421597 
911,127909,제 42 기,20180402,90876304006 ,2865604897 ,1978790470 
912,580065,제 18 기,20180330,,11037617491 ,5907619955 
913,915508,제 16 기,20180330,14390957989 ,713880476 ,776801452 
914,825223,제 8 기,20180330,200390185722 ,2826804886 ,3096810112 
915,113128,제 54 기,20180615,144439321461 ,32253817253 ,24832362012 
916,108746,제 37 기,20180330,156189123700 ,6738188639 ,-7056505741 
917,632304,제 11 기,20180402,,10259230142 ,-10955019208 
918,191472,제 44 기,20180402,,,
919,108001,제 59 기,20180329,61797876009 ,5211290447 ,4832941077 
920,992871,제 5 기,20180402,,,53637064622 
921,681249,제 17 기,20180402,,-1899167986 ,-4924716509 
922,447007,제 27 기,20180604,71357945319 ,8870889733 ,3338558893 
923,159218,제 34 기,20180402,1232112742180 ,163168437721 ,135481685608 
924,138190,제 67 기,20180605,,,8202100526 
925,301422,제 23 기,20180402,180312608220 ,813606926 ,2508540413 
926,1089378,제 3 기,20180604,63692285739 ,10752558699 ,6432242420 
927,297095,제 19 기,20180330,102137232284 ,6651294174 ,2681033027 
928,107224,제 45 기,20180402,400667879049 ,20750090368 ,21742399607 
929,1167056,제 2 기,20180330,267885199080 ,19483554763 ,11500054759 
930,766106,제 12 기,20180904,,-2484733037 ,-6600298846 
931,384762,제 31 기,20180402,56470890063 ,214259049 ,-1510621673 
932,122472,제 64 기,20200330,144980615731 ,9049770927 ,6337613428 
933,313649,제 18 기,20180402,27712574813 ,1896290515 ,966848831 
934,158149,제 57 기,20180406,,,
935,408266,제 18 기,20180330,37074380176 ,2324016996 ,1877413168 
936,1168684,제 2 기,20180619,255706889256 ,25717448046 ,18322456934 
937,146427,제 40 기,20180330,42797946638 ,-3106233956 ,-4782792888 
938,404288,제 21 기,20180402,30704497369 ,7776916031 ,6156377327 
939,631837,제 18 기,20180619,,,738763772 
940,160418,제 44 기,20180402,764872011871 ,-16709143121 ,-18104182923 
941,866062,제 11 기,20180402,,3324369177 ,-38156484 
942,111838,제 46 기,20180330,,23341599653 ,23296823015 
943,335076,제 26 기,20180402,43174317600 ,1087001437 ,3908618006 
944,117966,제 40 기,20190315,563013433974 ,143040409795 ,100618005276 
945,121288,제 50 기,20180402,103207884926 ,3408483241 ,356904526 
946,415868,제 21 기,20180731,,-4773838998 ,-4426816681 
947,365934,제 24 기,20180809,40922184865 ,5027008198 ,10550712772 
948,587466,제 12 기,20180402,,14020982430 ,28663390506 
949,760999,제 30 기,20180330,,,4138191288 
950,130091,제 47 기,20180330,6204961160 ,4557270191 ,7917975461 
951,228712,제 25 기,20180402,230843688460 ,16841961640 ,17506765311 
952,131197,제 30 기,20180330,202008810838 ,11353544181 ,-2991986501 
953,807397,제 12 기,20180330,21082534617 ,-8325653819 ,-9746701131 
954,545929,제 19 기,20180814,,-26859177686 ,-19329560416 
955,359261,제 20 기,20180330,26628250798 ,1640826932 ,1643909549 
956,1042711,제 4 기,20180402,,1111914147 ,-1933687897 
957,154329,제 46 기,20180402,715049681082 ,13411796507 ,2890673726 
958,159412,제 62 기,20180402,,-455563758 ,
959,689418,제 12 기,20190320,,,7827755 
960,303703,제 19 기,20180328,,1885747062 ,1021101277 
961,409964,제 20 기,20190108,66049817869 ,3271141303 ,2099708106 
962,156354,제 39 기,20180402,434288748805 ,10763251078 ,8550518422 
963,177199,제 31 기,20180329,127349090352 ,13655087275 ,12349438030 
964,129235,제 52 기,20180330,,,
965,415327,제 24 기,20180328,31866533951 ,5546811462 ,4579465281 
966,767460,제 10 기,20180402,,,
967,623661,제 12 기,20180330,193215682949 ,35703766089 ,16408436058 
968,250614,제 21 기,20180330,58083069154 ,1476084683 ,2110991558 
969,659161,제 13 기,20180330,162316316559 ,24099130481 ,17881508411 
970,265421,제 26 기,20180402,87446238290 ,3147370326 ,4430028009 
971,1047415,제 4 기,20180402,,,
972,162063,제 51 기,20180330,,,
973,161116,제 38 기,20180402,1454675129017 ,101376645904 ,53751621980 
974,540863,제 17 기,20180402,154761834391 ,19126707750 ,13135277483 
975,785475,제 14 기,20190617,,,
976,199988,제 44 기,20180330,133365466748 ,7814453157 ,5798645514 
977,127936,제 60 기,20180330,,2597067964 ,2650700923 
978,223513,제 27 기,20180330,,10804004538 ,9058237976 
979,111458,제 39 기,20180402,312071269123 ,-2746290773 ,-2965667988 
980,983916,제 18 기,20180612,6002679604 ,927387037 ,1502160841 
981,938721,제 10 기,20180402,279769940188 ,22557546556 ,17649931058 
982,148920,제 51 기,20180330,196287604612 ,4248136940 ,16097302923 
983,307189,제 23 기,20180330,131738018145 ,24003357991 ,39094156921 
984,280688,제 19 기,20180402,,595453383 ,-5893583594 
985,374020,제 19 기,20180402,,18336552180 ,16256838527 
986,1089350,제 3 기,20180612,,5472756736 ,1085174141 
987,413417,제 17 기,20180330,,11428745544 ,9154656682 
988,145552,제 50 기,20181107,1049213930016 ,25735869962 ,3271191859 
989,549925,제 21 기,20180402,80153134533 ,7483687623 ,3950524544 
990,146454,제 47 기,20180817,,,3348691568 
991,556712,제 19 기,20180330,,15624533112 ,12117168913 
992,564562,제 14 기,20180330,625604515961 ,22175983120 ,-13285907815 
993,242934,제 29 기,20180330,64524491218 ,902664638 ,949883562 
994,989664,제 15 기,20180813,,-4144095501 ,-2965736385 
995,397058,제 18 기,20180330,,,
996,888347,제 17 기,20180702,,61743505804 ,
997,664853,제 12 기,20180330,,10154385763 ,4968963064 
998,377610,제 17 기,20180330,,29368123273 ,41040321449 
999,688358,제 17 기,20180330,,,
1000,599595,제 21 기,20180330,121749156462 ,7772691411 ,4830794493 
1001,239639,제 27 기,20180330,,51314267494 ,24436800917 
1002,874803,제 7 기,20180611,30047518280 ,2721418039 ,65521281 
1003,306870,제 21 기,20180611,,-13091931460 ,-13113821051 
1004,153278,제 31 기,20180402,136758122741 ,4701826931 ,-8212019214 
1005,298377,제 19 기,20180330,311847747945 ,37175155709 ,24789582182 
1006,1029394,제 15 기,20180330,20194726817 ,7742482760 ,7794229934 
1007,1074862,제 3 기,20180403,,10614453416 ,7358157610 
1008,524421,제 16 기,20180330,,64081474013 ,55170440421 
1009,385415,제 24 기,20180330,12570334837 ,2431461209 ,1886607486 
1010,155355,제 34 기,20180330,73164966340 ,20272372914 ,12179502723 
1011,536523,제 19 기,20180330,,10721469900 ,7526295872 
1012,136776,제 46 기,20180814,,22303352210 ,27396804638 
1013,152880,제 58 기,20180402,,82515022409 ,18142326912 
1014,115287,제 53 기,20180402,,8311693056 ,-17387663669 
1015,160010,제 29 기,20180330,25500278087 ,2347318360 ,2329063987 
1016,154055,제 55 기,20180402,,259005794 ,826727996 
1017,111689,제 45 기,20180330,,3310751166 ,3019847178 
1018,122056,제 53 기,20180329,313159052108 ,13595091680 ,12474823047 
1019,466428,제 21 기,20180330,,1075247104 ,541990911 
1020,1234297,제 1 기,20180402,,21813535807 ,17196934795 
1021,191588,제 26 기,20180402,,,
1022,533924,제 14 기,20180402,81911819163 ,4662917741 ,843677904 
1023,438036,제 21 기,20180330,,7342436489 ,3980975668 
1024,139719,제 32 기,20180328,,,
1025,490179,제 18 기,20180330,,,-960640227 
1026,868705,제 7 기,20180417,67235062547 ,8092240343 ,8649269350 
1027,145668,제 62 기,20180329,210777238979 ,1712195786 ,1637770034 
1028,206659,제 36 기,20180330,150807797654 ,-3266959774 ,-1007277248 
1029,231831,제 22 기,20180402,,,2035510315 
1030,172291,제 41 기,20180330,201743070711 ,50509902766 ,38966636805 
1031,115612,제 49 기,20180402,639986678683 ,25732989492 ,96957953882 
1032,114686,제 35 기,20180402,,,
1033,273439,제 23 기,20180330,,,
1034,303794,제 19 기,20180612,,,
1035,166272,제 40 기,20180330,,,
1036,139083,제 40 기,20180402,128150279473 ,7687007728 ,1695825162 
1037,261054,제 31 기,20180402,100984173209 ,1505351052 ,-1344580867 
1038,150633,제 39 기,20190821,,,25883878304 
1039,486370,제 22 기,20180402,,,-1181123211 
1040,1082348,제 6 기,20180330,,2221384517 ,-4244567116 
1041,163345,제 41 기,20180330,,,-755638415 
1042,253985,제 30 기,20180330,262522023592 ,23990594504 ,14149733926 
1043,653024,제 10 기,20180330,,,
1044,239514,제 31 기,20180330,,-2360389730 ,-3176782346 
1045,164502,제 40 기,20180402,129582299187 ,3109303948 ,10739625376 
1046,141626,제 60 기,20171010,,,
1047,1025644,제 8 기,20180403,5394323023 ,-11132505126 ,-10855841632 
1048,1169267,제 2 기,20180612,,,-2703989898 
1049,397289,제 27 기,20180330,,,20042519039 
1050,807379,제 9 기,20180402,108293927498 ,8610115440 ,6693373891 
1051,390514,제 20 기,20180330,,-2035732064 ,-2169642565 
1052,936787,제 6 기,20180330,,73843715960 ,65919533402 
1053,1061327,제 3 기,20180604,,10786229047 ,-5144060450 
1054,445054,제 17 기,20180402,,17285770106 ,-515719056 
1055,525882,제 16 기,20190417,,,
1056,101752,제 49 기,20180402,74377250054 ,3967636338 ,997481029 
1057,561866,제 13 기,20180330,163837003921 ,3131273744 ,40747516124 
1058,813389,제 14 기,20180628,,10274428045 ,4974940146 
1059,861997,제 16 기,20180402,56415906335 ,-6296489813 ,-6983527826 
1060,147994,제 48 기,20180330,60885569396 ,2972181654 ,2743240614 
1061,109754,제 50 기,20180330,,15822805071 ,7037659813 
1062,231442,제 23 기,20180329,38315400969 ,5357705521 ,4982346422 
1063,369213,제 27 기,20180330,,3540540534 ,
1064,767628,제 14 기,20180330,,-1128739381 ,-2567612203 
1065,557508,제 13 기,20180402,501295523773 ,108168510900 ,80538566836 
1066,583442,제 12 기,20180402,,,20214699540 
1067,291860,제 24 기,20180330,20324881494 ,3938403309 ,3263758106 
1068,165103,제 51 기,20180402,,,
1069,362159,제 26 기,20180402,,2051726788 ,-1713643925 
1070,177816,제 37 기,20180330,71998264179 ,2289479105 ,-8611906069 
1071,573269,제 18 기,20180329,129165690886 ,4029654037 ,5114608819 
1072,945457,제 18 기,20180814,,-9292861812 ,-8450890030 
1073,535676,제 16 기,20180402,185196624132 ,36059404747 ,36969499615 
1074,531014,제 18 기,20180330,,,32470671158 
1075,103042,제 45 기,20180410,,12134882275 ,7941907326 
1076,147152,제 42 기,20180330,,,4019749116 
1077,103644,제 51 기,20170928,,,589950192 
1078,154718,제 33 기,20180329,25472817169 ,384691915 ,1237867754 
1079,264945,제 30 기,20180330,243324924561 ,43564070418 ,32469070909 
1080,487546,제 23 기,20180402,171346300143 ,7959916249 ,3078427418 
1081,255275,제 21 기,20180330,285223838016 ,47978270234 ,37781093548 
1082,456218,제 29 기,20180330,,,
1083,411446,제 18 기,20180326,,,
1084,596260,제 18 기,20180330,30895429173 ,-5889742547 ,-23227196104 
1085,763358,제 18 기,20180329,25018219969 ,3572890635 ,2948465699 
1086,273420,제 25 기,20180330,20921093466 ,72788533 ,-1170368206 
1087,129420,제 39 기,20181204,172176859862 ,10091337756 ,8436815274 
1088,243757,제 23 기,20180330,79879471905 ,2053582408 ,1480011134 
1089,170877,제 34 기,20180330,86702020410 ,19813347919 ,15854031350 
1090,132637,제 38 기,20180329,427632292987 ,31607478674 ,46428964065 
1091,462121,제 18 기,20180330,,4300923390 ,3939572152 
1092,408956,제 19 기,20180608,15891037889 ,752328700 ,-7480676451 
1093,231707,제 33 기,20180330,,,
1094,857727,제 7 기,20180328,866516641807 ,17023200472 ,20606445119 
1095,185222,제 38 기,20180330,76754464351 ,6458241584 ,4799573487 
1096,132354,제 41 기,20180330,395501604033 ,44096705056 ,435657938794 
1097,152783,제 35 기,20180330,57281934248 ,13517405823 ,12750798697 
1098,580056,제 22 기,20180402,161850279555 ,4607247273 ,382219706 
1099,252269,제 25 기,20180330,43547754068 ,-230208861 ,-1885065011 
1100,154426,제 56 기,20180402,,,
1101,1051092,제 10 기,20180611,506144648 ,-4086983837 ,-3869221755 
1102,112651,제 41 기,20180329,442632336794 ,22161704055 ,5500582084 
1103,358271,제 20 기,20180716,,,178761205246 
1104,384887,제 17 기,20180330,163293921389 ,-1256538009 ,-931095322 
1105,602172,제 19 기,20180330,,,
1106,124027,제 42 기,20180330,,1049408100 ,864029361 
1107,615723,제 15 기,20180330,14183309140 ,-3105903952 ,-3219304589 
1108,109587,제 51 기,20180402,197112543381 ,12996724709 ,9617356547 
1109,557933,제 12 기,20180330,,11601630001 ,9642813276 
1110,106119,제 63 기,20180402,150809074802 ,5934739675 ,366687895 
1111,329093,제 23 기,20180330,,1811670259 ,2198777939 
1112,1080687,제 18 기,20180402,,-532748958 ,-321630080 
1113,876865,제 8 기,20180330,,,
1114,1065679,제 3 기,20180402,,999636779 ,4050193064 
1115,1108442,제 3 기,20180402,,-8418950 ,147137062 
1116,365989,제 19 기,20180615,,33564932946 ,
1117,593032,제 12 기,20180330,,115047367439 ,73176969330 
1118,808068,제 14 기,20180627,,1199793427 ,-5101848937 
1119,872984,제 7 기,20180330,,,
1120,114792,제 64 기,20180402,,,
1121,151395,제 70 기,20180615,,,
1122,458562,제 17 기,20180330,,,6055443238 
1123,239596,제 23 기,20180329,71397754697 ,1995551129 ,1935265468 
1124,112721,제 38 기,20180402,244793247880 ,4422934556 ,186544097 
1125,479705,제 20 기,20180330,,59993752 ,132754334 
1126,359474,제 24 기,20180417,6304536228 ,-2215703164 ,-4293577271 
1127,643656,제 21 기,20180402,11750904343 ,298527524 ,-8691189615 
1128,174208,제 36 기,20180402,216477730816 ,14728790567 ,8389162049 
1129,163673,제 56 기,20180402,,,230000000 
1130,266961,제 19 기,20180402,2930661324862 ,1178237472725 ,849412352708 
1131,454946,제 15 기,20180402,,,
1132,120571,제 51 기,20180330,,,
1133,126788,제 45 기,20180330,,7610608912 ,5801903341 
1134,173795,제 53 기,20180402,120763129629 ,3343368180 ,3264423362 
1135,139764,제 42 기,20180402,,,
1136,579971,제 15 기,20180402,,-1463497882 ,-2274626242 
1137,423177,제 19 기,20180330,122345980111 ,6200876540 ,1541272092 
1138,222532,제 23 기,20180523,,,28882737680 
1139,236863,제 28 기,20180402,,8506136478 ,3519433012 
1140,659684,제 18 기,20180402,,-8285932808 ,-3493072769 
1141,131018,제 32 기,20180330,46652242363 ,4120182193 ,881443983 
1142,125530,제 50 기,20180402,,,30779622289 
1143,135467,제 39 기,20180330,,,
1144,138701,제 53 기,20180330,,10169185529 ,17701650494 
1145,115931,제 30 기,20180402,78075285558 ,26084178011 ,15010075788 
1146,327819,제 28 기,20180402,123595927778 ,14551633582 ,9780141355 
1147,138260,제 45 기,20180330,203150227957 ,13971088512 ,7133939525 
1148,695969,제 12 기,20180330,,-1799001036 ,-3123415990 
1149,142661,제 48 기,20180402,250051636181 ,-300107007 ,2116220709 
1150,256043,제 38 기,20180329,,8878214357 ,8082648530 
1151,879020,제 22 기,20180330,,5616300517 ,3285419238 
1152,568188,제 18 기,20180330,25294173184 ,-212430146 ,-3573019512 
1153,164779,제 70 기,20180615,,,
1154,263371,제 19 기,20180328,,9202135058 ,9475639197 
1155,160232,제 34 기,20180330,177289935482 ,45075851641 ,25745832295 
1156,997812,제 5 기,20180810,67620642790 ,12689657978 ,18493607817 
1157,186717,제 29 기,20180330,,,
1158,181299,제 32 기,20180402,,,
1159,122737,제 52 기,20180417,,201675000000 ,145713000000 
1160,1238169,제 1 기,20180402,399269517605 ,45022766719 ,34264073915 
1161,104573,제 40 기,20180330,43992704703 ,311079991 ,1770960020 
1162,488989,제 14 기,20180402,,-3307670525 ,-2457216045 
1163,556907,제 12 기,20180402,258444809052 ,-8199760373 ,-54449324187 
1164,297934,제 20 기,20180330,227418000684 ,2863201862 ,3003717231 
1165,1095722,제 3 기,20180330,,,
1166,109161,제 48 기,20180402,,,2052497805 
1167,357430,제 23 기,20180330,58870733529 ,23753053899 ,19240286304 
1168,162993,제 56 기,20180402,,,46814855947 
1169,1063884,제 3 기,20180402,,-42651576 ,77320284 
1170,164672,제 48 기,20180402,,24897761542 ,61500101974 
1171,491938,제 17 기,20180402,43104718037 ,1305886708 ,1564107081 
1172,118008,제 32 기,20170629,278041022006 ,3309385604 ,-6640439918 
1173,370255,제 20 기,20180330,168479538332 ,-19434592077 ,-23989113812 
1174,390055,제 17 기,20180402,,,
1175,974927,제 10 기,20180330,,-5300959587 ,-4091348259 
1176,126937,제 67 기,20180402,,,
1177,896285,제 7 기,20180725,,,
1178,142883,제 34 기,20180402,108803396798 ,4471737787 ,4410012494 
1179,876908,제 17 기,20191224,,25113091324 ,19260245724 
1180,624509,제 16 기,20180622,115287774436 ,10923188760 ,7527859069 
1181,1047840,제 4 기,20180330,,2429653696 ,2263779339 
1182,126779,제 49 기,20180402,,,124245290 
1183,121941,제 64 기,20180402,,,
1184,706715,제 9 기,20180622,,-709619593 ,5688784738 
1185,481454,제 15 기,20200429,,-143014288688 ,-245291015922 
1186,143794,제 50 기,20180402,,,
1187,459871,제 15 기,20180402,,14461227614 ,22453722303 
1188,163318,제 48 기,20180330,38478189649 ,151123233 ,349087150 
1189,133618,제 61 기,20180330,5629905618 ,-370416747 ,94891091 
1190,157539,제 33 기,20180402,,,8304822536 
1191,480367,제 22 기,20180330,,-14176194921 ,94354099387 
1192,256955,제 24 기,20180628,,,
1193,361008,제 19 기,20180329,,,-14159762072 
1194,577380,제 17 기,20180402,43813245770 ,6065065947 ,5027296872 
1195,113526,제 56 기,20190401,,,907879961829 
1196,111865,제 34 기,20180402,18319387485 ,-3962567186 ,-6664954817 
1197,143527,제 41 기,20180402,,-2256859008 ,7248446608 
1198,129615,제 29 기,20180612,,-6227998740 ,-7864372845 
1199,130383,제 38 기,20180402,57542733997 ,-14009031935 ,-26557902070 
1200,411905,제 18 기,20180330,,,
1201,133858,제 52 기,20180402,,69021895876 ,66425641386 
1202,454937,제 27 기,20180330,122876930025 ,6391199300 ,6256095594 
1203,125521,제 50 기,20200625,,,132076048728 
1204,535481,제 18 기,20180625,298641671387 ,7152830977 ,1987445613 
1205,268118,제 42 기,20180330,,,
1206,529815,제 18 기,20180329,,,
1207,1099861,제 3 기,20180402,31068763808 ,2267049586 ,1145703551 
1208,163716,제 52 기,20180330,,-3585757850 ,-4784889089 
1209,134176,제 40 기,20180402,33446418526 ,1835102638 ,-727919527 
1210,130587,제 35 기,20180330,,461635359 ,-2288146140 
1211,217947,제 27 기,20180330,,,
1212,161781,제 31 기,20180402,39910347448 ,-7542049646 ,-8334682203 
1213,249247,제 22 기,20180614,,-2540667658 ,-7877202927 
1214,184889,제 31 기,20180330,,3668894897 ,2148882662 
1215,194275,제 32 기,20190517,,,-51981693621 
1216,271501,제 25 기,20180330,4759215790 ,-793751430 ,3951870814 
1217,296005,제 20 기,20180402,,-4860090480 ,-10535929820 
1218,297448,제 20 기,20180402,,342642853 ,-10887477992 
1219,355548,제 21 기,20180330,9629681086 ,-5232257955 ,-13093965438 
1220,362292,제 22 기,20180615,,-14691933352 ,-21762497259 
1221,318316,제 23 기,20180330,,,7805363217 
1222,361488,제 18 기,20180330,,,
1223,1186404,제 6 기,20180607,,5432589183 ,
1224,103662,제 37 기,20190314,105083041641 ,3754871530 ,-1349853925 
1225,442826,제 32 기,20180413,,,
1226,135111,제 34 기,20180330,,2662284264 ,
1227,407771,제 31 기,20180402,38302767440 ,719443537 ,1144418925 
1228,152385,제 47 기,20180402,,1830794507 ,2340781203 
1229,122481,제 38 기,20180402,,,
1230,608839,제 16 기,20180412,36423752933 ,-147184620 ,-14001767851 
1231,366793,제 23 기,20180402,7883807180 ,-5067379793 ,-7530780884 
1232,367695,제 21 기,20180402,,-6226496582 ,-7861629251 
1233,406037,제 29 기,20180402,30497697424 ,-9583058655 ,-9574133745 
1234,411385,제 18 기,20180402,,,92764193191 
1235,552859,제 18 기,20180330,14496914596 ,-3402147899 ,-4997868231 
1236,755739,제 9 기,20180330,,,-37306350499 
1237,806972,제 12 기,20180605,63906771981 ,-366395113 ,-1616545236 
1238,379229,제 20 기,20180330,,,2987124732 
1239,1047169,제 4 기,20180411,21596869463 ,2358503573 ,2731101920 
1240,140955,제 38 기,20180326,,60519796010 ,45797407085 
1241,166315,제 43 기,20180330,,-22350272935 ,-24948000291 
1242,153621,제 45 기,20180402,,11213818099 ,4027712789 
1243,113997,제 31 기,20180330,,46781000000 ,41613000000 
1244,407285,제 18 기,20180330,,-4086987681 ,-8303058323 
1245,228536,제 24 기,20180402,315435868443 ,20310208448 ,12724620290 
1246,610083,제 17 기,20180402,100632689961 ,21546870874 ,12639249175 
1247,380429,제 17 기,20180330,41535587785 ,2326702779 ,-186914233 
1248,579999,제 16 기,20180330,,,
1249,302582,제 19 기,20180330,152504969909 ,6792474523 ,3436728058 
1250,148461,제 44 기,20180330,,,
1251,138224,제 56 기,20180402,,,422649749365 
1252,145437,제 41 기,20180411,34526626444 ,-2759243702 ,-37123442673 
1253,230911,제 37 기,20180330,,,
1254,598587,제 12 기,20180402,,15608912475 ,8269730075 
1255,126371,제 45 기,20180814,,,
1256,123143,제 54 기,20180625,,1584994660 ,55351979491 
1257,176835,제 29 기,20180402,,,
1258,258102,제 21 기,20180622,,,
1259,117726,제 41 기,20180402,,,7915117500 
1260,1010110,제 6 기,20180605,,,
1261,181712,제 27 기,20180402,,869466000000 ,
1262,809517,제 18 기,20180619,69006125273 ,-6585256624 ,-20748002118 
1263,572905,제 17 기,20180330,,,
1264,624518,제 15 기,20180330,41819775854 ,3108965583 ,712135920 
1265,104786,제 47 기,20180402,8033295049 ,-2605687332 ,-2986975886 
1266,356361,제 17 기,20180402,,,1605223000000 
1267,526872,제 17 기,20180814,19458889863 ,-8047497145 ,-8729137575 
1268,645089,제 16 기,20180402,,,-4899517945 
1269,611736,제 17 기,20180330,,,7626867262 
1270,455981,제 20 기,20180402,,,5746381607 
1271,202060,제 29 기,20180330,,3025352975 ,1239183863 
1272,137058,제 41 기,20181130,50941907434 ,9238902471 ,8198127312 
1273,153126,제 51 기,20180402,,2281323291 ,170816244831 
1274,111999,제 57 기,20180709,,26443058983 ,8129691115 
1275,361169,제 19 기,20180330,,,
1276,136086,제 45 기,20180402,,14384858912 ,8395121467 
1277,220561,제 23 기,20180402,,,
1278,945208,제 9 기,20180330,,102959406 ,319497058 
1279,1021949,제 7 기,20180402,24984427728 ,-21977292818 ,-34407933748 
1280,243979,제 37 기,20181002,26346801126 ,-1987133596 ,-21871483952 
1281,136378,제 61 기,20180402,,,142101940209 
1282,109806,제 52 기,20180402,220937437471 ,,
1283,1036367,제 4 기,20180402,6021712523 ,-4139902597 ,-2891517038 
1284,877059,제 7 기,20180402,,65979402411 ,-96972115811 
1285,660291,제 19 기,20180402,,,
1286,126201,제 48 기,20180402,,,
1287,155735,제 49 기,20180328,98557232906 ,7448131754 ,5910914328 
1288,210740,제 34 기,20180402,85802225954 ,9552645075 ,13541254139 
1289,583026,제 20 기,20180402,56398147326 ,-6863470780 ,-7508466944 
1290,425351,제 18 기,20180402,,,
1291,119672,제 35 기,20180615,,8750005926 ,
1292,137809,제 62 기,20180402,61275312858 ,-1807041287 ,-2078375442 
1293,877819,제 8 기,20180402,,557185984 ,885539614 
1294,164478,제 68 기,20180402,,418815000000 ,148864000000 
1295,664181,제 14 기,20180402,,7203153070 ,3771615033 
1296,336817,제 20 기,20181228,15557534921 ,-3810149240 ,-5446970341 
1297,109514,제 51 기,20180330,28755176438 ,-880941811 ,-1720882234 
1298,1109539,제 3 기,20180402,,,
1299,123781,제 42 기,20180402,146118524788 ,1302428456 ,2318294799 
1300,122205,제 32 기,20171114,,-604655894 ,-902076584 
1301,367455,제 22 기,20180330,127420217531 ,5983294755 ,4289898967 
1302,141875,제 49 기,20180402,310186761221 ,24173014248 ,23987332364 
1303,164609,제 44 기,20180622,,81585612000 ,426461627000 
1304,188089,제 31 기,20180402,765914995234 ,73256238158 ,
1305,170026,제 30 기,20180330,,14939084997 ,7866096309 
1306,555874,제 13 기,20180608,,,77134651442 
1307,983271,제 5 기,20180403,,48752945517 ,
1308,556615,제 14 기,20180402,48272892576 ,2010347236 ,1422655850 
1309,363246,제 20 기,20180402,177070074961 ,4994470908 ,2643606340 
1310,362238,제 18 기,20180330,993521047162 ,13306461084 ,13939620588 
1311,258689,제 23 기,20180330,96761010427 ,17894403991 ,16279756534 
1312,113614,제 36 기,20180402,,,
1313,634728,제 18 기,20180330,31955072617 ,12712510115 ,10272309044 
1314,492894,제 20 기,20180402,,1214528686 ,-20731943992 
1315,305668,제 19 기,20180402,124970709809 ,7127347147 ,6224915535 
1316,971090,제 16 기,20180402,,,
1317,612188,제 15 기,20180402,,1597061217 ,-135866876 
1318,1168383,제 2 기,20180402,,24874881688 ,19385372071 
1319,105606,제 30 기,20180330,,,
1320,158565,제 34 기,20180402,,,16345350893 
1321,108135,제 52 기,20180402,,,
1322,552992,제 18 기,20180813,3856960619 ,-1405405712 ,-1408078826 
1323,245472,제 23 기,20180405,130310059922 ,47730492348 ,37299877925 
1324,428251,제 16 기,20180402,,,202042281000 
1325,131832,제 49 기,20180704,,,
1326,139454,제 33 기,20180330,629574910972 ,50085385424 ,
1327,308896,제 20 기,20180330,,-6740881844 ,-9736883327 
1328,268251,제 26 기,20180402,29756966753 ,595513555 ,1056002587 
1329,412597,제 17 기,20180402,,,
1330,299002,제 19 기,20180814,,,
1331,164636,제 41 기,20180402,,,339035541385 
1332,480455,제 14 기,20180330,,,-1188000000 
1333,1263022,제 1 기,20180402,,26712563375 ,24755495020 
1334,116426,제 44 기,20180330,57272647285 ,1030705178 ,2142108281 
1335,141477,제 41 기,20180402,,253084855 ,-4202788637 
1336,277736,제 20 기,20180330,,7109458399 ,19450954515 
1337,364795,제 22 기,20180402,35652534566 ,-3613709600 ,-9091706016 
1338,441128,제 19 기,20180824,40595527476 ,-10629590257 ,-22642242990 
1339,413523,제 22 기,20180330,110345096696 ,5233315486 ,6619363847 
1340,260408,제 19 기,20180330,987088647853 ,31175998023 ,32389852998 
1341,350312,제 19 기,20180330,263952128395 ,14810460935 ,13441832063 
1342,306719,제 19 기,20180615,,,6376844776 
1343,148364,제 56 기,20180504,,8131948705 ,-6414185458 
1344,406392,제 17 기,20180504,,93571073589 ,68830136067 
1345,491415,제 18 기,20180329,21799517333 ,14642761943 ,11291453568 
1346,168401,제 45 기,20171229,,903946363 ,1457775905 
1347,198697,제 24 기,20180329,251288112301 ,19729138314 ,17564291851 
1348,1152470,제 9 기,20180402,,,
1349,160047,제 64 기,20180402,,42425276207 ,45599877309 
1350,728638,제 9 기,20180330,1354626971623 ,49646565332 ,37582707582 
1351,161976,제 36 기,20180430,11708587862 ,7517274013 ,6437885187 
1352,652159,제 10 기,20180402,,-44752774186 ,-57168488292 
1353,1267170,제 1 기,20180402,,,
